dataset,n_full_obs,mcar_obs_prob,prop_budget,policy,tau,f,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,39,0.08003581315279007,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,40,0.09265336394309998,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,40,0.08001822233200073,0.9444193402620877
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,41,0.09286271035671234,0.9530049706281066
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,41,0.08012859523296356,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,42,0.09282737970352173,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,42,0.08006753027439117,0.9507455942159965
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,43,0.09300762414932251,0.9408043380027112
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,43,0.08027400076389313,0.9435155896972436
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,44,0.09272342175245285,0.9543605964753729
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,44,0.07991790771484375,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,45,0.09268621355295181,0.9530049706281066
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,45,0.08002832531929016,0.9552643470402169
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,46,0.09283915907144547,0.9552643470402169
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,46,0.08012401312589645,0.955716222322639
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,47,0.0926939994096756,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,47,0.07991791516542435,0.9566199728874831
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,48,0.09292695671319962,0.94713059195662
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,48,0.08014846593141556,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,49,0.09278415143489838,0.955716222322639
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,49,0.08012880384922028,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,50,0.09282245486974716,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,50,0.08005241304636002,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,51,0.09286897629499435,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,51,0.08022648841142654,0.9430637144148215
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,52,0.09277702867984772,0.9457749661093539
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,52,0.0800730511546135,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,53,0.09276644140481949,0.9579755987347492
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,53,0.08012095838785172,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,54,0.09274563193321228,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,54,0.08005782216787338,0.9498418436511523
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,55,0.09259761869907379,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,55,0.07989762723445892,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,56,0.09274093806743622,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,56,0.08001524209976196,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,57,0.09268524497747421,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,57,0.08010726422071457,0.9371893357433349
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,58,0.0929034948348999,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,58,0.08024264127016068,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,59,0.092795729637146,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,59,0.0799999013543129,0.9417080885675554
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,60,0.09269937872886658,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,60,0.07996124774217606,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,61,0.09262795001268387,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,61,0.07995613664388657,0.9498418436511523
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,62,0.09264986217021942,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,62,0.08010594546794891,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,63,0.09278194606304169,0.9417080885675554
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,63,0.0800916999578476,0.94713059195662
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,64,0.0928620770573616,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,64,0.08013616502285004,0.9444193402620877
mmlu-pro,None,1.0,0.025,sqrt,0.05,zero,65,0.0925995483994484,0.9534568459105287
mmlu-pro,None,1.0,0.025,sqrt,0.05,mean,65,0.07980189472436905,0.9543605964753729
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,33,0.09365539997816086,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,33,0.08018744736909866,0.9457749661093539
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,34,0.09386102110147476,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,34,0.0803813710808754,0.9498418436511523
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,35,0.09383497387170792,0.9602349751468595
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,35,0.08040580153465271,0.9511974694984184
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,36,0.09378113597631454,0.94713059195662
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,36,0.08038952946662903,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,37,0.09375214576721191,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,37,0.08054908365011215,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,38,0.09380938857793808,0.955716222322639
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,38,0.0803947001695633,0.9521012200632626
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,39,0.09374047070741653,0.9525530953456847
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,39,0.08038695156574249,0.9511974694984184
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,40,0.09370473772287369,0.94713059195662
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,40,0.08036299794912338,0.9417080885675554
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,41,0.09378105401992798,0.9511974694984184
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,41,0.0803278461098671,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,42,0.0938461571931839,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,42,0.08037583529949188,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,43,0.09398367255926132,0.9376412110257569
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,43,0.08051498979330063,0.9435155896972436
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,44,0.09370540827512741,0.9502937189335744
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,44,0.0802152156829834,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,45,0.09370430558919907,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,45,0.08035197854042053,0.9584274740171713
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,46,0.09379973262548447,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,46,0.0803799033164978,0.9579755987347492
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,47,0.09376847743988037,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,47,0.08028537780046463,0.9575237234523272
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,48,0.0939151793718338,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,48,0.08043570071458817,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,49,0.09377124905586243,0.9498418436511523
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,49,0.08040014654397964,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,50,0.09381016343832016,0.9543605964753729
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,50,0.08033677190542221,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,51,0.09390008449554443,0.9421599638499775
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,51,0.08054997771978378,0.9439674649796657
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,52,0.09378501027822495,0.9444193402620877
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,52,0.08037523180246353,0.9417080885675554
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,53,0.09381278604269028,0.9602349751468595
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,53,0.08047281205654144,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,54,0.09375463426113129,0.9435155896972436
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,54,0.08035003393888474,0.9507455942159965
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,55,0.09365022927522659,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,55,0.08023160696029663,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,56,0.09375183284282684,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,56,0.0803106278181076,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,57,0.09376846253871918,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,57,0.08048171550035477,0.9408043380027112
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,58,0.09382065385580063,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,58,0.08047494292259216,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,59,0.09381833672523499,0.9570718481699051
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,59,0.08033429831266403,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,60,0.0936891958117485,0.9552643470402169
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,60,0.08023270964622498,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,61,0.09369509667158127,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,61,0.08029580861330032,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,62,0.09365817904472351,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,62,0.08040430396795273,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,63,0.093803271651268,0.94713059195662
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,63,0.08038371056318283,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,64,0.09381816536188126,0.9399005874378672
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,64,0.08036482334136963,0.9430637144148215
mmlu-pro,None,1.0,0.025,sqrt,0.25,zero,65,0.09365841746330261,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.25,mean,65,0.08016198128461838,0.9511974694984184
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,33,0.09548566490411758,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,33,0.0810546725988388,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,34,0.09569886326789856,0.9498418436511523
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,34,0.08123049885034561,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,35,0.09567834436893463,0.9575237234523272
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,35,0.0812438353896141,0.9507455942159965
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,36,0.09563912451267242,0.9462268413917759
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,36,0.0812273919582367,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,37,0.0955844298005104,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,37,0.08134514838457108,0.9439674649796657
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,38,0.09564655274152756,0.9611387257117036
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,38,0.08123539388179779,0.9552643470402169
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,39,0.09556981921195984,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,39,0.08116601407527924,0.9521012200632626
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,40,0.09555626660585403,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,40,0.08125092089176178,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,41,0.0955645740032196,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,41,0.08107953518629074,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,42,0.09565500915050507,0.9349299593312246
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,42,0.08120100945234299,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,43,0.09575922787189484,0.9371893357433349
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,43,0.08124680817127228,0.9417080885675554
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,44,0.0954870730638504,0.9498418436511523
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,44,0.08100233972072601,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,45,0.09552314877510071,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,45,0.08114749193191528,0.9570718481699051
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,46,0.09561856091022491,0.9444193402620877
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,46,0.08121325075626373,0.9548124717577949
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,47,0.0956275537610054,0.94713059195662
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,47,0.08114293962717056,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,48,0.09573108702898026,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,48,0.08127438277006149,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,49,0.09560595452785492,0.9552643470402169
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,49,0.08125776052474976,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,50,0.0956362932920456,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,50,0.08112215995788574,0.9435155896972436
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,51,0.09567801654338837,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,51,0.081293486058712,0.9412562132851333
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,52,0.0956694632768631,0.9525530953456847
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,52,0.08124008029699326,0.9394487121554451
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,53,0.09563210606575012,0.9570718481699051
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,53,0.08128729462623596,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,54,0.0956137403845787,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,54,0.08121293038129807,0.9525530953456847
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,55,0.09554003924131393,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,55,0.08114107698202133,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,56,0.09557127952575684,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,56,0.08116354793310165,0.9534568459105287
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,57,0.09556064009666443,0.9444193402620877
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,57,0.08128875494003296,0.9399005874378672
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,58,0.09558610618114471,0.9435155896972436
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,58,0.08123595267534256,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,59,0.09564736485481262,0.955716222322639
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,59,0.08114542067050934,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,60,0.09555629640817642,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,60,0.08110741525888443,0.9539087211929508
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,61,0.09554098546504974,0.9371893357433349
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,61,0.08110959827899933,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,62,0.09550979733467102,0.9530049706281066
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,62,0.08121873438358307,0.9493899683687302
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,63,0.09562854468822479,0.9457749661093539
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,63,0.08120083808898926,0.947582467239042
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,64,0.0956539586186409,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,64,0.08121924102306366,0.9511974694984184
mmlu-pro,None,1.0,0.025,sqrt,0.5,zero,65,0.09553864598274231,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.5,mean,65,0.08107487112283707,0.9502937189335744
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,33,0.09782509505748749,0.9444193402620877
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,33,0.08227336406707764,0.946678716674198
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,34,0.09806592762470245,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,34,0.08245426416397095,0.9516493447808405
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,35,0.09802476316690445,0.9543605964753729
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,35,0.08244591951370239,0.9484862178038862
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,36,0.0979788675904274,0.9457749661093539
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,36,0.08243876695632935,0.9453230908269318
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,37,0.09792961925268173,0.9502937189335744
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,37,0.08256310224533081,0.9439674649796657
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,38,0.09799129515886307,0.9530049706281066
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,38,0.08241699635982513,0.956168097605061
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,39,0.09792005270719528,0.9457749661093539
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,39,0.08234701305627823,0.9570718481699051
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,40,0.09793668240308762,0.9480343425214641
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,40,0.08251538127660751,0.9430637144148215
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,41,0.09789153188467026,0.9448712155445097
mmlu-pro,None,1.0,0.025,sqrt,0.75,mean,41,0.08225727826356888,0.9489380930863082
mmlu-pro,None,1.0,0.025,sqrt,0.75,zero,42,0.09800683706998825,0.9358337098960687
