dataset,prop_budget,beta0,rho,gamma,tau,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,75,0.09433048963546753,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,76,0.09456067532300949,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,77,0.09481827169656754,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,78,0.0945248082280159,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,79,0.094866544008255,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,80,0.09492691606283188,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,81,0.09430913627147675,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,82,0.09464451670646667,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,83,0.09448035806417465,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,84,0.09470728784799576,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,85,0.09451651573181152,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,86,0.09431783109903336,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,87,0.09487713128328323,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,88,0.09442295879125595,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,89,0.09499206393957138,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,90,0.09443853795528412,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,91,0.09483557939529419,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,92,0.09460089355707169,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,93,0.09498994052410126,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,94,0.09473427385091782,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,95,0.09469568729400635,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,96,0.0945783331990242,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,97,0.09471653401851654,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,98,0.09448389708995819,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.025,1.0,0.0,0.0,0.75,99,0.09458626806735992,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,0,0.0617874413728714,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,1,0.06182211637496948,0.9421338155515371
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,2,0.06175994873046875,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,3,0.061868757009506226,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,4,0.061807505786418915,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,5,0.061990998685359955,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,6,0.061857160180807114,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,7,0.06166946515440941,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,8,0.061709173023700714,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,9,0.06177251785993576,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,10,0.0619041845202446,0.9349005424954792
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,11,0.0619351863861084,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,12,0.061886753886938095,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,13,0.06190239638090134,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,14,0.06181621178984642,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,15,0.061871740967035294,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,16,0.06200167536735535,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,17,0.06169972941279411,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,18,0.061800744384527206,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,19,0.0618448480963707,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,20,0.061843447387218475,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,21,0.06173628941178322,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,22,0.06177991256117821,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,23,0.06180911883711815,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,24,0.06182582676410675,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,25,0.06175302341580391,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,26,0.06168609857559204,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,27,0.0618576854467392,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,28,0.06188245490193367,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,29,0.061795614659786224,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,30,0.06171843037009239,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,31,0.061896853148937225,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,32,0.06177831441164017,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,33,0.06186750531196594,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,34,0.06195414811372757,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,35,0.061812955886125565,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,36,0.061917103826999664,0.9380650994575045
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,37,0.06189601123332977,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,38,0.06175747513771057,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,39,0.06198251247406006,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,40,0.06175452098250389,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,41,0.06172956898808479,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,42,0.06183335930109024,0.9385171790235081
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,43,0.061770401895046234,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,44,0.06180347874760628,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,45,0.06172052025794983,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,46,0.06175452843308449,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,47,0.06183192506432533,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,48,0.06187515705823898,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,49,0.06188395246863365,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,50,0.061840515583753586,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,51,0.06200316548347473,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,52,0.06193048879504204,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,53,0.06189936399459839,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,54,0.06173510476946831,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,55,0.06178555637598038,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,56,0.06180636212229729,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,57,0.061864376068115234,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,58,0.06169764697551727,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,59,0.061777763068675995,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,60,0.0618906244635582,0.9389692585895117
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,61,0.0619019977748394,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,62,0.061882391571998596,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,63,0.06180162727832794,0.961121157323689
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,64,0.06186065822839737,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,65,0.06187416985630989,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,66,0.06185082718729973,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,67,0.06196076422929764,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,68,0.061880625784397125,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,69,0.061761438846588135,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,70,0.06182977557182312,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,71,0.06173091009259224,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,72,0.0618838407099247,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,73,0.06193555146455765,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,74,0.061795324087142944,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,75,0.061741821467876434,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,76,0.06173776462674141,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,77,0.061868734657764435,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,78,0.06178472936153412,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,79,0.061963193118572235,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,80,0.0619991309940815,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,81,0.06163156032562256,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,82,0.06185908243060112,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,83,0.06166405230760574,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,84,0.06193242594599724,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,85,0.06178368628025055,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,86,0.06169828772544861,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,87,0.06191518157720566,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,88,0.06174657493829727,0.9421338155515371
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,89,0.06200159341096878,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,90,0.061761897057294846,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,91,0.06196855008602142,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,92,0.06184149906039238,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,93,0.06199828162789345,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,94,0.0618484690785408,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,95,0.06180735304951668,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,96,0.06181822717189789,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,97,0.061865244060754776,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,98,0.061726514250040054,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.05,1.0,0.0,0.0,0.75,99,0.0618460476398468,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,0,0.048081934452056885,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,1,0.048078753054142,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,2,0.048050086945295334,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,3,0.048149820417165756,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,4,0.04807935655117035,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,5,0.04822023957967758,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,6,0.04815594106912613,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,7,0.04802129417657852,0.9385171790235081
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,8,0.048034992069005966,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,9,0.048043422400951385,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,10,0.048165492713451385,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,11,0.04817940294742584,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,12,0.04816923290491104,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,13,0.048183951526880264,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,14,0.04810337349772453,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,15,0.048128433525562286,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,16,0.04818962886929512,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,17,0.04803861305117607,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,18,0.04810141772031784,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,19,0.0481429286301136,0.939873417721519
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,20,0.048143986612558365,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,21,0.048018500208854675,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,22,0.04809386655688286,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,23,0.04810328036546707,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,24,0.048121269792318344,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,25,0.04807630553841591,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,26,0.048022955656051636,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,27,0.04813700541853905,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,28,0.0481477715075016,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,29,0.04812317341566086,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,30,0.04807715490460396,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,31,0.04819183796644211,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,32,0.048079174011945724,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,33,0.0481589175760746,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,34,0.04818994551897049,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,35,0.04807435721158981,0.9376130198915009
