dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage
mmlu-pro,None,1.0,0.275,0.05,78,3308,3032.009765625,0.016159791499376297,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.05,79,3308,3029.620361328125,0.016293693333864212,0.9462268413917759
mmlu-pro,None,1.0,0.275,0.05,80,3308,3031.618896484375,0.01625940203666687,0.9408043380027112
mmlu-pro,None,1.0,0.275,0.05,81,3308,3031.2646484375,0.016070082783699036,0.9417080885675554
mmlu-pro,None,1.0,0.275,0.05,82,3308,3030.917236328125,0.01624024286866188,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.05,83,3308,3030.231689453125,0.016056425869464874,0.9344780840488026
mmlu-pro,None,1.0,0.275,0.05,84,3308,3032.3935546875,0.01628682017326355,0.9326705829191143
mmlu-pro,None,1.0,0.275,0.05,85,3308,3032.697509765625,0.016218513250350952,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.05,86,3308,3032.444091796875,0.016298020258545876,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.05,87,3308,3030.6826171875,0.015986287966370583,0.9394487121554451
mmlu-pro,None,1.0,0.275,0.05,88,3308,3031.516845703125,0.01619202271103859,0.9412562132851333
mmlu-pro,None,1.0,0.275,0.05,89,3308,3031.33154296875,0.01621951349079609,0.9412562132851333
mmlu-pro,None,1.0,0.275,0.05,90,3308,3032.36083984375,0.016169464215636253,0.9385449615906011
mmlu-pro,None,1.0,0.275,0.05,91,3308,3031.24755859375,0.016202781349420547,0.9412562132851333
mmlu-pro,None,1.0,0.275,0.05,92,3308,3031.995849609375,0.016136301681399345,0.9349299593312246
mmlu-pro,None,1.0,0.275,0.05,93,3308,3031.53759765625,0.016122058033943176,0.9344780840488026
mmlu-pro,None,1.0,0.275,0.05,94,3308,3031.873291015625,0.016157478094100952,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.05,95,3308,3031.412841796875,0.016226131469011307,0.9290555806597379
mmlu-pro,None,1.0,0.275,0.05,96,3308,3029.516845703125,0.016188450157642365,0.9399005874378672
mmlu-pro,None,1.0,0.275,0.05,97,3308,3031.783935546875,0.016180790960788727,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.05,98,3308,3031.779052734375,0.016115760430693626,0.9322187076366923
mmlu-pro,None,1.0,0.275,0.05,99,3308,3029.91943359375,0.016120877116918564,0.9344780840488026
mmlu-pro,None,1.0,0.275,0.25,0,3308,3092.1435546875,0.013314571231603622,0.9448712155445097
mmlu-pro,None,1.0,0.275,0.25,1,3308,3090.770263671875,0.0133149903267622,0.9385449615906011
mmlu-pro,None,1.0,0.275,0.25,2,3308,3092.706298828125,0.013300304301083088,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.25,3,3308,3091.71533203125,0.013314218260347843,0.9525530953456847
mmlu-pro,None,1.0,0.275,0.25,4,3308,3092.007080078125,0.013331915251910686,0.9417080885675554
mmlu-pro,None,1.0,0.275,0.25,5,3308,3092.662353515625,0.013345882296562195,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.25,6,3308,3091.82373046875,0.013354110531508923,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.25,7,3308,3092.73876953125,0.013332967646420002,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.25,8,3308,3093.7451171875,0.013357422314584255,0.9462268413917759
mmlu-pro,None,1.0,0.275,0.25,9,3308,3091.52685546875,0.013315938413143158,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.25,10,3308,3090.669921875,0.013272663578391075,0.947582467239042
mmlu-pro,None,1.0,0.275,0.25,11,3308,3090.623046875,0.013287929818034172,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.25,12,3308,3094.7451171875,0.013340175151824951,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.25,13,3308,3091.07763671875,0.013334744609892368,0.9534568459105287
mmlu-pro,None,1.0,0.275,0.25,14,3308,3091.425048828125,0.013319998979568481,0.956168097605061
mmlu-pro,None,1.0,0.275,0.25,15,3308,3092.16259765625,0.013354879803955555,0.9448712155445097
mmlu-pro,None,1.0,0.275,0.25,16,3308,3093.05322265625,0.013328304514288902,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.25,17,3308,3093.372314453125,0.013359329663217068,0.9453230908269318
mmlu-pro,None,1.0,0.275,0.25,18,3308,3091.572998046875,0.013305003754794598,0.9480343425214641
mmlu-pro,None,1.0,0.275,0.25,19,3308,3092.48291015625,0.013346182182431221,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.25,20,3308,3092.39794921875,0.013340300880372524,0.9462268413917759
mmlu-pro,None,1.0,0.275,0.25,21,3308,3092.87109375,0.013345906510949135,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.25,22,3308,3092.638916015625,0.013316460885107517,0.9453230908269318
mmlu-pro,None,1.0,0.275,0.25,23,3308,3092.65869140625,0.013336136005818844,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.25,24,3308,3092.329345703125,0.013347022235393524,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.25,25,3308,3091.39404296875,0.013339883647859097,0.94713059195662
mmlu-pro,None,1.0,0.275,0.25,26,3308,3091.36083984375,0.013333233073353767,0.9417080885675554
mmlu-pro,None,1.0,0.275,0.25,27,3308,3091.856689453125,0.01332838274538517,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.25,28,3308,3091.062744140625,0.013332193717360497,0.9534568459105287
mmlu-pro,None,1.0,0.275,0.25,29,3308,3091.8095703125,0.013308276422321796,0.9426118391323995
mmlu-pro,None,1.0,0.275,0.25,30,3308,3091.5244140625,0.013361157849431038,0.9371893357433349
mmlu-pro,None,1.0,0.275,0.25,31,3308,3093.5390625,0.013287090696394444,0.9344780840488026
mmlu-pro,None,1.0,0.275,0.25,32,3308,3092.900390625,0.013333365321159363,0.938996836873023
mmlu-pro,None,1.0,0.275,0.25,33,3308,3090.600341796875,0.013357093557715416,0.9502937189335744
mmlu-pro,None,1.0,0.275,0.25,34,3308,3092.649169921875,0.013334747403860092,0.9417080885675554
mmlu-pro,None,1.0,0.275,0.25,35,3308,3091.693115234375,0.01335878111422062,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.25,36,3308,3091.751708984375,0.013344014063477516,0.9480343425214641
mmlu-pro,None,1.0,0.275,0.25,37,3308,3091.875244140625,0.01334670465439558,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.25,38,3308,3091.850830078125,0.013362734578549862,0.9480343425214641
mmlu-pro,None,1.0,0.275,0.25,39,3308,3089.818603515625,0.01331672165542841,0.9498418436511523
mmlu-pro,None,1.0,0.275,0.25,40,3308,3091.807861328125,0.013312759809195995,0.9502937189335744
mmlu-pro,None,1.0,0.275,0.25,41,3308,3092.166259765625,0.013347827829420567,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.25,42,3308,3092.583740234375,0.01334605272859335,0.9408043380027112
mmlu-pro,None,1.0,0.275,0.25,43,3308,3093.074951171875,0.01334476936608553,0.9516493447808405
mmlu-pro,None,1.0,0.275,0.25,44,3308,3090.2216796875,0.013340655714273453,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.25,45,3308,3091.921630859375,0.013334675692021847,0.9552643470402169
mmlu-pro,None,1.0,0.275,0.25,46,3308,3090.62890625,0.013311962597072124,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.25,47,3308,3091.121826171875,0.013315671123564243,0.9525530953456847
mmlu-pro,None,1.0,0.275,0.25,48,3308,3090.7861328125,0.013336882926523685,0.9457749661093539
mmlu-pro,None,1.0,0.275,0.25,49,3308,3092.65966796875,0.013324843719601631,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.25,50,3308,3092.588623046875,0.013303960673511028,0.947582467239042
mmlu-pro,None,1.0,0.275,0.25,51,3308,3092.397216796875,0.013320074416697025,0.9493899683687302
mmlu-pro,None,1.0,0.275,0.25,52,3308,3092.15576171875,0.013311497867107391,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.25,53,3308,3093.766357421875,0.013341447338461876,0.956168097605061
mmlu-pro,None,1.0,0.275,0.25,54,3308,3090.84033203125,0.013293925672769547,0.9430637144148215
mmlu-pro,None,1.0,0.275,0.25,55,3308,3092.67138671875,0.013354666531085968,0.9493899683687302
mmlu-pro,None,1.0,0.275,0.25,56,3308,3091.9912109375,0.013331914320588112,0.9566199728874831
mmlu-pro,None,1.0,0.275,0.25,57,3308,3092.10693359375,0.013306795619428158,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.25,58,3308,3091.25830078125,0.013291426934301853,0.9493899683687302
mmlu-pro,None,1.0,0.275,0.25,59,3308,3091.687744140625,0.013276013545691967,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.25,60,3308,3092.02392578125,0.013293768279254436,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.25,61,3308,3091.865234375,0.0133243752643466,0.9426118391323995
mmlu-pro,None,1.0,0.275,0.25,62,3308,3091.6826171875,0.013322530314326286,0.9421599638499775
mmlu-pro,None,1.0,0.275,0.25,63,3308,3091.069580078125,0.013310969807207584,0.9539087211929508
mmlu-pro,None,1.0,0.275,0.25,64,3308,3091.7998046875,0.013363081961870193,0.9511974694984184
mmlu-pro,None,1.0,0.275,0.25,65,3308,3091.98681640625,0.013287940993905067,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.25,66,3308,3090.772216796875,0.013322490267455578,0.9457749661093539
mmlu-pro,None,1.0,0.275,0.25,67,3308,3093.171630859375,0.013373230583965778,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.25,68,3308,3091.215087890625,0.013329549692571163,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.25,69,3308,3090.712158203125,0.013334344141185284,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.25,70,3308,3090.08984375,0.013307004235684872,0.956168097605061
mmlu-pro,None,1.0,0.275,0.25,71,3308,3091.854736328125,0.013338785618543625,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.25,72,3308,3092.9697265625,0.013361360877752304,0.9421599638499775
mmlu-pro,None,1.0,0.275,0.25,73,3308,3091.96923828125,0.013300673104822636,0.9371893357433349
mmlu-pro,None,1.0,0.275,0.25,74,3308,3092.05322265625,0.013308030553162098,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.25,75,3308,3092.25341796875,0.013303624466061592,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.25,76,3308,3092.613037109375,0.013305414468050003,0.9394487121554451
mmlu-pro,None,1.0,0.275,0.25,77,3308,3092.95751953125,0.013303962536156178,0.9408043380027112
mmlu-pro,None,1.0,0.275,0.25,78,3308,3092.128173828125,0.013296037912368774,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.25,79,3308,3089.929931640625,0.013317988254129887,0.9367374604609128
mmlu-pro,None,1.0,0.275,0.25,80,3308,3091.7744140625,0.013316359370946884,0.9426118391323995
mmlu-pro,None,1.0,0.275,0.25,81,3308,3092.645751953125,0.01331125758588314,0.947582467239042
mmlu-pro,None,1.0,0.275,0.25,82,3308,3091.53759765625,0.013317073695361614,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.25,83,3308,3091.14990234375,0.013339157216250896,0.9498418436511523
mmlu-pro,None,1.0,0.275,0.25,84,3308,3091.570556640625,0.013317850418388844,0.9376412110257569
mmlu-pro,None,1.0,0.275,0.25,85,3308,3091.47607421875,0.0133199542760849,0.9498418436511523
mmlu-pro,None,1.0,0.275,0.25,86,3308,3093.371826171875,0.013352178037166595,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.25,87,3308,3090.061767578125,0.013262102380394936,0.9525530953456847
mmlu-pro,None,1.0,0.275,0.25,88,3308,3090.814697265625,0.013318773359060287,0.9421599638499775
mmlu-pro,None,1.0,0.275,0.25,89,3308,3090.73974609375,0.013317987322807312,0.947582467239042
mmlu-pro,None,1.0,0.275,0.25,90,3308,3092.17529296875,0.013311752118170261,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.25,91,3308,3092.406982421875,0.01332138478755951,0.955716222322639
mmlu-pro,None,1.0,0.275,0.25,92,3308,3093.0830078125,0.013309531845152378,0.9462268413917759
mmlu-pro,None,1.0,0.275,0.25,93,3308,3092.039306640625,0.013292867690324783,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.25,94,3308,3092.778076171875,0.013341683894395828,0.9426118391323995
mmlu-pro,None,1.0,0.275,0.25,95,3308,3093.118408203125,0.013328339904546738,0.946678716674198
mmlu-pro,None,1.0,0.275,0.25,96,3308,3090.091064453125,0.01331428810954094,0.946678716674198
mmlu-pro,None,1.0,0.275,0.25,97,3308,3092.90234375,0.013318967074155807,0.9448712155445097
mmlu-pro,None,1.0,0.275,0.25,98,3308,3090.91357421875,0.01331509742885828,0.9457749661093539
mmlu-pro,None,1.0,0.275,0.25,99,3308,3090.741455078125,0.013302508741617203,0.9367374604609128
mmlu-pro,None,1.0,0.275,0.5,0,3308,3160.760009765625,0.013043190352618694,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.5,1,3308,3159.8662109375,0.013039283454418182,0.9480343425214641
mmlu-pro,None,1.0,0.275,0.5,2,3308,3161.310302734375,0.013056648895144463,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.5,3,3308,3160.25927734375,0.013040144927799702,0.9525530953456847
mmlu-pro,None,1.0,0.275,0.5,4,3308,3160.601806640625,0.013057797215878963,0.9511974694984184
mmlu-pro,None,1.0,0.275,0.5,5,3308,3160.983154296875,0.0130614023655653,0.9521012200632626
mmlu-pro,None,1.0,0.275,0.5,6,3308,3160.820556640625,0.013092881999909878,0.9521012200632626
mmlu-pro,None,1.0,0.275,0.5,7,3308,3160.5078125,0.01303226500749588,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.5,8,3308,3161.25341796875,0.013072321191430092,0.9543605964753729
mmlu-pro,None,1.0,0.275,0.5,9,3308,3159.87158203125,0.013040915131568909,0.9548124717577949
mmlu-pro,None,1.0,0.275,0.5,10,3308,3159.9375,0.013033484108746052,0.947582467239042
mmlu-pro,None,1.0,0.275,0.5,11,3308,3159.129150390625,0.013046550564467907,0.947582467239042
mmlu-pro,None,1.0,0.275,0.5,12,3308,3160.614501953125,0.013053282164037228,0.9548124717577949
mmlu-pro,None,1.0,0.275,0.5,13,3308,3160.273193359375,0.013067214749753475,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.5,14,3308,3160.117919921875,0.01306524220854044,0.9566199728874831
mmlu-pro,None,1.0,0.275,0.5,15,3308,3161.06494140625,0.013078637421131134,0.9516493447808405
mmlu-pro,None,1.0,0.275,0.5,16,3308,3161.6728515625,0.013050206936895847,0.9606868504292816
mmlu-pro,None,1.0,0.275,0.5,17,3308,3161.983154296875,0.013067640364170074,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.5,18,3308,3159.595947265625,0.013041895814239979,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.5,19,3308,3160.856689453125,0.013071109540760517,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.5,20,3308,3161.26025390625,0.013063226826488972,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.5,21,3308,3160.4892578125,0.01305453758686781,0.9480343425214641
mmlu-pro,None,1.0,0.275,0.5,22,3308,3161.069091796875,0.013061710633337498,0.94713059195662
mmlu-pro,None,1.0,0.275,0.5,23,3308,3161.214111328125,0.013060142286121845,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.5,24,3308,3161.030517578125,0.013077588751912117,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.5,25,3308,3159.660888671875,0.013077257201075554,0.9534568459105287
mmlu-pro,None,1.0,0.275,0.5,26,3308,3160.245361328125,0.0130695141851902,0.9543605964753729
mmlu-pro,None,1.0,0.275,0.5,27,3308,3160.0419921875,0.013050800189375877,0.9539087211929508
mmlu-pro,None,1.0,0.275,0.5,28,3308,3159.079833984375,0.013066443614661694,0.9435155896972436
mmlu-pro,None,1.0,0.275,0.5,29,3308,3160.71484375,0.013039259240031242,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.5,30,3308,3159.498779296875,0.013054437935352325,0.9376412110257569
mmlu-pro,None,1.0,0.275,0.5,31,3308,3160.49462890625,0.013045523315668106,0.947582467239042
mmlu-pro,None,1.0,0.275,0.5,32,3308,3161.1201171875,0.0130676981061697,0.9453230908269318
mmlu-pro,None,1.0,0.275,0.5,33,3308,3159.94921875,0.013077788054943085,0.9453230908269318
mmlu-pro,None,1.0,0.275,0.5,34,3308,3161.224853515625,0.013069814071059227,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.5,35,3308,3160.353271484375,0.013063738122582436,0.94713059195662
mmlu-pro,None,1.0,0.275,0.5,36,3308,3160.56982421875,0.013045268133282661,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.5,37,3308,3160.52490234375,0.013051982037723064,0.9525530953456847
mmlu-pro,None,1.0,0.275,0.5,38,3308,3160.8466796875,0.013066768646240234,0.9444193402620877
mmlu-pro,None,1.0,0.275,0.5,39,3308,3158.740966796875,0.013046597130596638,0.9417080885675554
mmlu-pro,None,1.0,0.275,0.5,40,3308,3161.251220703125,0.013063251040875912,0.9498418436511523
mmlu-pro,None,1.0,0.275,0.5,41,3308,3160.10302734375,0.013083520345389843,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.5,42,3308,3161.24853515625,0.013067630119621754,0.9516493447808405
mmlu-pro,None,1.0,0.275,0.5,43,3308,3160.9248046875,0.013060965575277805,0.9530049706281066
mmlu-pro,None,1.0,0.275,0.5,44,3308,3159.52587890625,0.013064957223832607,0.9417080885675554
mmlu-pro,None,1.0,0.275,0.5,45,3308,3159.607666015625,0.013050738722085953,0.9493899683687302
mmlu-pro,None,1.0,0.275,0.5,46,3308,3159.614501953125,0.013063743710517883,0.956168097605061
mmlu-pro,None,1.0,0.275,0.5,47,3308,3159.9453125,0.013063500635325909,0.9439674649796657
mmlu-pro,None,1.0,0.275,0.5,48,3308,3159.606201171875,0.013068867847323418,0.9448712155445097
mmlu-pro,None,1.0,0.275,0.5,49,3308,3160.843994140625,0.013046810403466225,0.9579755987347492
mmlu-pro,None,1.0,0.275,0.5,50,3308,3160.294921875,0.013039263896644115,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.5,51,3308,3161.130859375,0.013070028275251389,0.9543605964753729
mmlu-pro,None,1.0,0.275,0.5,52,3308,3159.66455078125,0.013049383647739887,0.9489380930863082
mmlu-pro,None,1.0,0.275,0.5,53,3308,3161.812255859375,0.013073531910777092,0.9534568459105287
mmlu-pro,None,1.0,0.275,0.5,54,3308,3159.47119140625,0.013059872202575207,0.947582467239042
mmlu-pro,None,1.0,0.275,0.5,55,3308,3160.788330078125,0.013080151751637459,0.9484862178038862
mmlu-pro,None,1.0,0.275,0.5,56,3308,3159.777587890625,0.013072910718619823,0.9534568459105287
mmlu-pro,None,1.0,0.275,0.5,57,3308,3159.644287109375,0.013058694079518318,0.9493899683687302
mmlu-pro,None,1.0,0.275,0.5,58,3308,3160.97509765625,0.013018026947975159,0.9548124717577949
mmlu-pro,None,1.0,0.275,0.5,59,3308,3158.71484375,0.013040847145020962,0.9498418436511523
mmlu-pro,None,1.0,0.275,0.5,60,3308,3159.92724609375,0.013058117590844631,0.9507455942159965
mmlu-pro,None,1.0,0.275,0.5,61,3308,3161.01611328125,0.013056798838078976,0.9552643470402169
mmlu-pro,None,1.0,0.275,0.5,62,3308,3159.273193359375,0.013057861477136612,0.9417080885675554
