dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,0.5,3,0.06814630329608917,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.5,4,0.06824713945388794,0.9403524627202893
mmlu-pro,None,1.0,0.025,0.5,5,0.0684412345290184,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,6,0.0682106539607048,0.938996836873023
mmlu-pro,None,1.0,0.025,0.5,7,0.06813633441925049,0.9304112065070042
mmlu-pro,None,1.0,0.025,0.5,8,0.06879562884569168,0.9367374604609128
mmlu-pro,None,1.0,0.025,0.5,9,0.06837354600429535,0.9426118391323995
mmlu-pro,None,1.0,0.025,0.5,10,0.06794454902410507,0.946678716674198
mmlu-pro,None,1.0,0.025,0.5,11,0.06849062442779541,0.9344780840488026
mmlu-pro,None,1.0,0.025,0.5,12,0.06810197979211807,0.9367374604609128
mmlu-pro,None,1.0,0.025,0.5,13,0.06827916949987411,0.9385449615906011
mmlu-pro,None,1.0,0.025,0.5,14,0.06853704899549484,0.94713059195662
mmlu-pro,None,1.0,0.025,0.5,15,0.06836441904306412,0.947582467239042
mmlu-pro,None,1.0,0.025,0.5,16,0.06793080270290375,0.9349299593312246
mmlu-pro,None,1.0,0.025,0.5,17,0.06820961087942123,0.9358337098960687
mmlu-pro,None,1.0,0.025,0.5,18,0.06814625859260559,0.9399005874378672
mmlu-pro,None,1.0,0.025,0.5,19,0.06831900775432587,0.9453230908269318
mmlu-pro,None,1.0,0.025,0.5,20,0.06821326911449432,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.5,21,0.06851532310247421,0.9444193402620877
mmlu-pro,None,1.0,0.025,0.5,22,0.06858904659748077,0.9412562132851333
mmlu-pro,None,1.0,0.025,0.5,23,0.06841672956943512,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.5,24,0.06840156018733978,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.5,25,0.06824759393930435,0.938996836873023
mmlu-pro,None,1.0,0.025,0.5,26,0.06807856261730194,0.9403524627202893
mmlu-pro,None,1.0,0.025,0.5,27,0.06853374093770981,0.947582467239042
mmlu-pro,None,1.0,0.025,0.5,28,0.06808590143918991,0.9344780840488026
mmlu-pro,None,1.0,0.025,0.5,29,0.06844355911016464,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,30,0.06849098950624466,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,31,0.06864006072282791,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,32,0.06857142597436905,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,0,0.0706852599978447,0.9408043380027112
mmlu-pro,None,1.0,0.025,0.75,1,0.07057304680347443,0.9412562132851333
mmlu-pro,None,1.0,0.025,0.75,2,0.07036726176738739,0.9408043380027112
mmlu-pro,None,1.0,0.025,0.75,3,0.07041124254465103,0.9453230908269318
mmlu-pro,None,1.0,0.025,0.75,4,0.07051999866962433,0.9453230908269318
mmlu-pro,None,1.0,0.025,0.75,5,0.07051967084407806,0.9511974694984184
mmlu-pro,None,1.0,0.025,0.75,6,0.0706280991435051,0.9498418436511523
mmlu-pro,None,1.0,0.025,0.75,7,0.0705350786447525,0.9403524627202893
mmlu-pro,None,1.0,0.025,0.75,8,0.07059311121702194,0.9417080885675554
mmlu-pro,None,1.0,0.025,0.75,9,0.07038086652755737,0.9367374604609128
mmlu-pro,None,1.0,0.025,0.75,10,0.07033573091030121,0.9534568459105287
mmlu-pro,None,1.0,0.025,0.75,11,0.07059498131275177,0.9344780840488026
mmlu-pro,None,1.0,0.025,0.75,12,0.07041822373867035,0.9408043380027112
mmlu-pro,None,1.0,0.025,0.75,13,0.07055610418319702,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.75,14,0.07062914967536926,0.9484862178038862
mmlu-pro,None,1.0,0.025,0.75,15,0.07065834105014801,0.9426118391323995
mmlu-pro,None,1.0,0.025,0.75,16,0.07038445770740509,0.9439674649796657
mmlu-pro,None,1.0,0.025,0.75,17,0.07057289034128189,0.9516493447808405
mmlu-pro,None,1.0,0.025,0.75,18,0.07035354524850845,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,19,0.07056635618209839,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.75,20,0.07046801596879959,0.9448712155445097
mmlu-pro,None,1.0,0.025,0.75,21,0.07063484191894531,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,22,0.07070378959178925,0.9448712155445097
mmlu-pro,None,1.0,0.025,0.75,23,0.07061762362718582,0.9376412110257569
mmlu-pro,None,1.0,0.025,0.75,24,0.070691779255867,0.94713059195662
mmlu-pro,None,1.0,0.025,0.75,25,0.07056873291730881,0.9408043380027112
mmlu-pro,None,1.0,0.025,0.75,26,0.0706372782588005,0.9344780840488026
mmlu-pro,None,1.0,0.025,0.75,27,0.07068381458520889,0.9516493447808405
mmlu-pro,None,1.0,0.025,0.75,28,0.07034631073474884,0.9444193402620877
mmlu-pro,None,1.0,0.025,0.75,29,0.07081343978643417,0.9521012200632626
mmlu-pro,None,1.0,0.025,0.75,30,0.07069180905818939,0.9480343425214641
mmlu-pro,None,1.0,0.025,0.75,31,0.07082026451826096,0.9439674649796657
mmlu-pro,None,1.0,0.025,0.75,32,0.07082903385162354,0.9430637144148215
mmlu-pro,None,1.0,0.05,0.05,0,0.0509207546710968,0.9154993221870764
mmlu-pro,None,1.0,0.05,0.05,1,0.050241585820913315,0.8974243108901944
mmlu-pro,None,1.0,0.05,0.05,2,0.05071451514959335,0.9118843199277
mmlu-pro,None,1.0,0.05,0.05,3,0.04989783838391304,0.903298689561681
mmlu-pro,None,1.0,0.05,0.05,4,0.04994376376271248,0.9150474469046543
mmlu-pro,None,1.0,0.05,0.05,5,0.049694597721099854,0.9154993221870764
mmlu-pro,None,1.0,0.05,0.05,6,0.04975413903594017,0.9136918210573882
mmlu-pro,None,1.0,0.05,0.05,7,0.04993777722120285,0.9023949389968369
mmlu-pro,None,1.0,0.05,0.05,8,0.04989634454250336,0.9168549480343425
mmlu-pro,None,1.0,0.05,0.05,9,0.05055004358291626,0.9109805693628559
mmlu-pro,None,1.0,0.05,0.05,10,0.04937449097633362,0.9023949389968369
mmlu-pro,None,1.0,0.05,0.05,11,0.04997766390442848,0.8920018075011297
mmlu-pro,None,1.0,0.05,0.05,12,0.04983886331319809,0.9127880704925441
mmlu-pro,None,1.0,0.05,0.05,13,0.04846243932843208,0.9069136918210574
mmlu-pro,None,1.0,0.05,0.05,14,0.05008004605770111,0.902846814279259
mmlu-pro,None,1.0,0.05,0.05,15,0.049845919013023376,0.8920018075011297
mmlu-pro,None,1.0,0.05,0.05,16,0.04941737279295921,0.8956168097605062
mmlu-pro,None,1.0,0.05,0.05,17,0.05087760090827942,0.9010393131495708
mmlu-pro,None,1.0,0.05,0.05,18,0.04956382140517235,0.9145955716222323
mmlu-pro,None,1.0,0.05,0.05,19,0.050481248646974564,0.9227293267058292
mmlu-pro,None,1.0,0.05,0.05,20,0.050378862768411636,0.9087211929507456
mmlu-pro,None,1.0,0.05,0.05,21,0.049903105944395065,0.9005874378671487
mmlu-pro,None,1.0,0.05,0.05,22,0.05101460590958595,0.9145955716222323
mmlu-pro,None,1.0,0.05,0.05,23,0.05015750974416733,0.9055580659737913
mmlu-pro,None,1.0,0.05,0.05,24,0.049416933208703995,0.9082693176683235
mmlu-pro,None,1.0,0.05,0.05,25,0.05072937533259392,0.9100768187980118
mmlu-pro,None,1.0,0.05,0.05,26,0.0503387488424778,0.9001355625847266
mmlu-pro,None,1.0,0.05,0.05,27,0.051127754151821136,0.9014911884319928
mmlu-pro,None,1.0,0.05,0.05,28,0.04934164136648178,0.8969724356077723
mmlu-pro,None,1.0,0.05,0.05,29,0.05046346038579941,0.9064618165386353
mmlu-pro,None,1.0,0.05,0.05,30,0.050573211163282394,0.9141436963398103
mmlu-pro,None,1.0,0.05,0.05,31,0.05023714900016785,0.9001355625847266
mmlu-pro,None,1.0,0.05,0.05,32,0.05043928325176239,0.9078174423859016
mmlu-pro,None,1.0,0.05,0.25,0,0.04397420212626457,0.9421599638499775
mmlu-pro,None,1.0,0.05,0.25,1,0.043951425701379776,0.9367374604609128
mmlu-pro,None,1.0,0.05,0.25,2,0.04416801407933235,0.938093086308179
mmlu-pro,None,1.0,0.05,0.25,3,0.04400814324617386,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.25,4,0.04402688145637512,0.9331224582015364
mmlu-pro,None,1.0,0.05,0.25,5,0.04405355826020241,0.9367374604609128
mmlu-pro,None,1.0,0.05,0.25,6,0.044047366827726364,0.938093086308179
mmlu-pro,None,1.0,0.05,0.25,7,0.044051140546798706,0.9376412110257569
mmlu-pro,None,1.0,0.05,0.25,8,0.04426229000091553,0.9349299593312246
mmlu-pro,None,1.0,0.05,0.25,9,0.044069115072488785,0.9353818346136467
mmlu-pro,None,1.0,0.05,0.25,10,0.04384705796837807,0.938996836873023
mmlu-pro,None,1.0,0.05,0.25,11,0.044206392019987106,0.938996836873023
mmlu-pro,None,1.0,0.05,0.25,12,0.04418575018644333,0.9371893357433349
mmlu-pro,None,1.0,0.05,0.25,13,0.043851088732481,0.9421599638499775
mmlu-pro,None,1.0,0.05,0.25,14,0.04425526410341263,0.9435155896972436
mmlu-pro,None,1.0,0.05,0.25,15,0.044111479073762894,0.9313149570718482
mmlu-pro,None,1.0,0.05,0.25,16,0.04367339611053467,0.9299593312245821
mmlu-pro,None,1.0,0.05,0.25,17,0.044238097965717316,0.9335743334839585
mmlu-pro,None,1.0,0.05,0.25,18,0.04380181059241295,0.9290555806597379
mmlu-pro,None,1.0,0.05,0.25,19,0.04386968910694122,0.9399005874378672
mmlu-pro,None,1.0,0.05,0.25,20,0.04390392079949379,0.9313149570718482
mmlu-pro,None,1.0,0.05,0.25,21,0.04397524520754814,0.9444193402620877
mmlu-pro,None,1.0,0.05,0.25,22,0.04414919763803482,0.9439674649796657
mmlu-pro,None,1.0,0.05,0.25,23,0.04400158300995827,0.9344780840488026
mmlu-pro,None,1.0,0.05,0.25,24,0.044115468859672546,0.9412562132851333
mmlu-pro,None,1.0,0.05,0.25,25,0.04411264881491661,0.9353818346136467
mmlu-pro,None,1.0,0.05,0.25,26,0.04400143772363663,0.9358337098960687
mmlu-pro,None,1.0,0.05,0.25,27,0.04408308491110802,0.9362855851784908
mmlu-pro,None,1.0,0.05,0.25,28,0.04398089647293091,0.9331224582015364
mmlu-pro,None,1.0,0.05,0.25,29,0.04423893615603447,0.9376412110257569
mmlu-pro,None,1.0,0.05,0.25,30,0.044218141585588455,0.9403524627202893
mmlu-pro,None,1.0,0.05,0.25,31,0.044048674404621124,0.9358337098960687
mmlu-pro,None,1.0,0.05,0.25,32,0.044055674225091934,0.9502937189335744
mmlu-pro,None,1.0,0.05,0.5,0,0.043135929852724075,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.5,1,0.04310842975974083,0.9412562132851333
mmlu-pro,None,1.0,0.05,0.5,2,0.04306073486804962,0.9530049706281066
mmlu-pro,None,1.0,0.05,0.5,3,0.04298356547951698,0.9552643470402169
mmlu-pro,None,1.0,0.05,0.5,4,0.04306073859333992,0.9448712155445097
mmlu-pro,None,1.0,0.05,0.5,5,0.04310780018568039,0.94713059195662
mmlu-pro,None,1.0,0.05,0.5,6,0.043016523122787476,0.9317668323542703
mmlu-pro,None,1.0,0.05,0.5,7,0.0429987758398056,0.9448712155445097
mmlu-pro,None,1.0,0.05,0.5,8,0.04323171451687813,0.9439674649796657
mmlu-pro,None,1.0,0.05,0.5,9,0.043061740696430206,0.947582467239042
mmlu-pro,None,1.0,0.05,0.5,10,0.04289521276950836,0.9435155896972436
mmlu-pro,None,1.0,0.05,0.5,11,0.04314851015806198,0.938996836873023
mmlu-pro,None,1.0,0.05,0.5,12,0.042986758053302765,0.9394487121554451
mmlu-pro,None,1.0,0.05,0.5,13,0.04302724450826645,0.955716222322639
mmlu-pro,None,1.0,0.05,0.5,14,0.043173547834157944,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.5,15,0.043075669556856155,0.9435155896972436
mmlu-pro,None,1.0,0.05,0.5,16,0.042908623814582825,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.5,17,0.04304405674338341,0.9376412110257569
mmlu-pro,None,1.0,0.05,0.5,18,0.04299909621477127,0.94713059195662
mmlu-pro,None,1.0,0.05,0.5,19,0.043005604296922684,0.9516493447808405
mmlu-pro,None,1.0,0.05,0.5,20,0.04301396757364273,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.5,21,0.043087929487228394,0.9543605964753729
mmlu-pro,None,1.0,0.05,0.5,22,0.04319767281413078,0.9403524627202893
mmlu-pro,None,1.0,0.05,0.5,23,0.043154653161764145,0.9399005874378672
mmlu-pro,None,1.0,0.05,0.5,24,0.043132878839969635,0.9412562132851333
mmlu-pro,None,1.0,0.05,0.5,25,0.04302957281470299,0.9448712155445097
mmlu-pro,None,1.0,0.05,0.5,26,0.04295600578188896,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.5,27,0.043149951845407486,0.9412562132851333
mmlu-pro,None,1.0,0.05,0.5,28,0.04298234358429909,0.9480343425214641
mmlu-pro,None,1.0,0.05,0.5,29,0.043220240622758865,0.9439674649796657
mmlu-pro,None,1.0,0.05,0.5,30,0.04314843565225601,0.9421599638499775
mmlu-pro,None,1.0,0.05,0.5,31,0.043165743350982666,0.94713059195662
mmlu-pro,None,1.0,0.05,0.5,32,0.04316815361380577,0.9489380930863082
mmlu-pro,None,1.0,0.05,0.75,0,0.045034684240818024,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.75,1,0.045030541718006134,0.9489380930863082
mmlu-pro,None,1.0,0.05,0.75,2,0.04494181275367737,0.9489380930863082
mmlu-pro,None,1.0,0.05,0.75,3,0.04493260756134987,0.955716222322639
mmlu-pro,None,1.0,0.05,0.75,4,0.04501205310225487,0.9412562132851333
mmlu-pro,None,1.0,0.05,0.75,5,0.044999681413173676,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.75,6,0.04504241421818733,0.9376412110257569
mmlu-pro,None,1.0,0.05,0.75,7,0.04500166326761246,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.75,8,0.044990260154008865,0.9430637144148215
mmlu-pro,None,1.0,0.05,0.75,9,0.044900234788656235,0.94713059195662
mmlu-pro,None,1.0,0.05,0.75,10,0.04490641504526138,0.9521012200632626
mmlu-pro,None,1.0,0.05,0.75,11,0.04505115747451782,0.9349299593312246
mmlu-pro,None,1.0,0.05,0.75,12,0.04493069276213646,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.75,13,0.04500393569469452,0.947582467239042
mmlu-pro,None,1.0,0.05,0.75,14,0.045019764453172684,0.9498418436511523
mmlu-pro,None,1.0,0.05,0.75,15,0.045025378465652466,0.9399005874378672
mmlu-pro,None,1.0,0.05,0.75,16,0.04490189999341965,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.75,17,0.04503830894827843,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.75,18,0.04491938278079033,0.9462268413917759
mmlu-pro,None,1.0,0.05,0.75,19,0.04498716816306114,0.9498418436511523
mmlu-pro,None,1.0,0.05,0.75,20,0.044968996196985245,0.947582467239042
mmlu-pro,None,1.0,0.05,0.75,21,0.045015908777713776,0.9439674649796657
mmlu-pro,None,1.0,0.05,0.75,22,0.04507153853774071,0.9521012200632626
mmlu-pro,None,1.0,0.05,0.75,23,0.0450630858540535,0.938996836873023
mmlu-pro,None,1.0,0.05,0.75,24,0.04513008892536163,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.75,25,0.04500015825033188,0.9489380930863082
mmlu-pro,None,1.0,0.05,0.75,26,0.04503263905644417,0.938093086308179
mmlu-pro,None,1.0,0.05,0.75,27,0.04504550248384476,0.947582467239042
mmlu-pro,None,1.0,0.05,0.75,28,0.044967684894800186,0.9521012200632626
mmlu-pro,None,1.0,0.05,0.75,29,0.04518120363354683,0.9502937189335744
mmlu-pro,None,1.0,0.05,0.75,30,0.04508034884929657,0.9493899683687302
mmlu-pro,None,1.0,0.05,0.75,31,0.0451233945786953,0.947582467239042
mmlu-pro,None,1.0,0.05,0.75,32,0.0451674684882164,0.9484862178038862
mmlu-pro,None,1.0,0.075,0.05,0,0.03805510327219963,0.9204699502937189
mmlu-pro,None,1.0,0.075,0.05,1,0.037846751511096954,0.9132399457749661
mmlu-pro,None,1.0,0.075,0.05,2,0.03806274011731148,0.9150474469046543
mmlu-pro,None,1.0,0.075,0.05,3,0.03752285614609718,0.9159511974694985
mmlu-pro,None,1.0,0.075,0.05,4,0.03759835287928581,0.9091730682331677
mmlu-pro,None,1.0,0.075,0.05,5,0.03748748078942299,0.9204699502937189
mmlu-pro,None,1.0,0.075,0.05,6,0.037309955805540085,0.9236330772706733
mmlu-pro,None,1.0,0.075,0.05,7,0.03757023438811302,0.9109805693628559
mmlu-pro,None,1.0,0.075,0.05,8,0.03743023797869682,0.9222774514234072
mmlu-pro,None,1.0,0.075,0.05,9,0.03790869936347008,0.9186624491640307
mmlu-pro,None,1.0,0.075,0.05,10,0.03719533979892731,0.9173068233167646
mmlu-pro,None,1.0,0.075,0.05,11,0.037443775683641434,0.9046543154089471
mmlu-pro,None,1.0,0.075,0.05,12,0.03755635768175125,0.9186624491640307
mmlu-pro,None,1.0,0.075,0.05,13,0.03655809909105301,0.9173068233167646
mmlu-pro,None,1.0,0.075,0.05,14,0.03773921728134155,0.9096249435155898
mmlu-pro,None,1.0,0.075,0.05,15,0.037596091628074646,0.9064618165386353
mmlu-pro,None,1.0,0.075,0.05,16,0.03727089241147041,0.9042024401265251
mmlu-pro,None,1.0,0.075,0.05,17,0.03825736790895462,0.9096249435155898
mmlu-pro,None,1.0,0.075,0.05,18,0.037114862352609634,0.920018075011297
mmlu-pro,None,1.0,0.075,0.05,19,0.03787926957011223,0.9195661997288749
mmlu-pro,None,1.0,0.075,0.05,20,0.037856414914131165,0.920018075011297
mmlu-pro,None,1.0,0.075,0.05,21,0.037599653005599976,0.9145955716222323
mmlu-pro,None,1.0,0.075,0.05,22,0.03821820765733719,0.9245368278355174
mmlu-pro,None,1.0,0.075,0.05,23,0.03770731762051582,0.9177586985991867
mmlu-pro,None,1.0,0.075,0.05,24,0.03717392683029175,0.9173068233167646
mmlu-pro,None,1.0,0.075,0.05,25,0.03810638189315796,0.92950745594216
mmlu-pro,None,1.0,0.075,0.05,26,0.037916943430900574,0.9136918210573882
mmlu-pro,None,1.0,0.075,0.05,27,0.038307081907987595,0.9091730682331677
mmlu-pro,None,1.0,0.075,0.05,28,0.037268057465553284,0.9118843199277
mmlu-pro,None,1.0,0.075,0.05,29,0.0380726233124733,0.9182105738816088
mmlu-pro,None,1.0,0.075,0.05,30,0.03808796405792236,0.9249887031179395
mmlu-pro,None,1.0,0.075,0.05,31,0.037773944437503815,0.9105286940804338
mmlu-pro,None,1.0,0.075,0.05,32,0.03789385408163071,0.9091730682331677
mmlu-pro,None,1.0,0.075,0.25,0,0.03317691758275032,0.9403524627202893
mmlu-pro,None,1.0,0.075,0.25,1,0.03321883827447891,0.9353818346136467
mmlu-pro,None,1.0,0.075,0.25,2,0.03330385684967041,0.9417080885675554
mmlu-pro,None,1.0,0.075,0.25,3,0.033192504197359085,0.9371893357433349
mmlu-pro,None,1.0,0.075,0.25,4,0.0332234650850296,0.9326705829191143
mmlu-pro,None,1.0,0.075,0.25,5,0.03326244279742241,0.9376412110257569
mmlu-pro,None,1.0,0.075,0.25,6,0.03325575217604637,0.938996836873023
mmlu-pro,None,1.0,0.075,0.25,7,0.03329382836818695,0.9448712155445097
mmlu-pro,None,1.0,0.075,0.25,8,0.03332551196217537,0.9367374604609128
mmlu-pro,None,1.0,0.075,0.25,9,0.033200621604919434,0.9412562132851333
mmlu-pro,None,1.0,0.075,0.25,10,0.03310146927833557,0.9430637144148215
mmlu-pro,None,1.0,0.075,0.25,11,0.033272434026002884,0.9417080885675554
mmlu-pro,None,1.0,0.075,0.25,12,0.03332033380866051,0.9439674649796657
mmlu-pro,None,1.0,0.075,0.25,13,0.03310391679406166,0.9453230908269318
mmlu-pro,None,1.0,0.075,0.25,14,0.03336847946047783,0.947582467239042
mmlu-pro,None,1.0,0.075,0.25,15,0.03336046263575554,0.9426118391323995
mmlu-pro,None,1.0,0.075,0.25,16,0.03301040083169937,0.9353818346136467
mmlu-pro,None,1.0,0.075,0.25,17,0.03333307057619095,0.9376412110257569
mmlu-pro,None,1.0,0.075,0.25,18,0.03297873213887215,0.9331224582015364
mmlu-pro,None,1.0,0.075,0.25,19,0.03312767297029495,0.9453230908269318
mmlu-pro,None,1.0,0.075,0.25,20,0.033167432993650436,0.9371893357433349
mmlu-pro,None,1.0,0.075,0.25,21,0.033165451139211655,0.9457749661093539
mmlu-pro,None,1.0,0.075,0.25,22,0.0333268828690052,0.9453230908269318
mmlu-pro,None,1.0,0.075,0.25,23,0.033250078558921814,0.9371893357433349
mmlu-pro,None,1.0,0.075,0.25,24,0.03324732929468155,0.9444193402620877
mmlu-pro,None,1.0,0.075,0.25,25,0.033218394964933395,0.9376412110257569
mmlu-pro,None,1.0,0.075,0.25,26,0.033170185983181,0.9304112065070042
mmlu-pro,None,1.0,0.075,0.25,27,0.033274777233600616,0.9412562132851333
mmlu-pro,None,1.0,0.075,0.25,28,0.03316527605056763,0.938093086308179
mmlu-pro,None,1.0,0.075,0.25,29,0.03336917981505394,0.9385449615906011
mmlu-pro,None,1.0,0.075,0.25,30,0.033382710069417953,0.9453230908269318
mmlu-pro,None,1.0,0.075,0.25,31,0.03322511166334152,0.9340262087663805
mmlu-pro,None,1.0,0.075,0.25,32,0.03320891037583351,0.9444193402620877
mmlu-pro,None,1.0,0.075,0.5,0,0.032774828374385834,0.9417080885675554
mmlu-pro,None,1.0,0.075,0.5,1,0.032766375690698624,0.9448712155445097
