step,A_s,A_s_se,B_s,B_s_se,v_s,B_over_A
26,0.18582650539278983,5.432742636828952e-05,0.0035055235926993193,5.088877178854917e-06,0.18232098180009051,0.0188644972109309
27,0.18459846368432045,5.36919310065898e-05,0.0033966686213389038,4.916583153420751e-06,0.18120179506298154,0.018400308179961373
28,0.18340643760561942,5.276326632182736e-05,0.0032961144130676983,4.815459525481532e-06,0.1801103231925517,0.0179716396877811
29,0.18223758226633072,5.257174222939388e-05,0.003196927544195205,4.697501029958558e-06,0.1790406547221355,0.017542635851715054
30,0.18109275981783868,5.115350869824735e-05,0.0031048824577592313,4.565087950205901e-06,0.17798787736007946,0.017145260036251227
31,0.17998305827379227,4.9977950408110806e-05,0.0030156427058391274,4.375948119548577e-06,0.17696741556795315,0.016755147594234663
32,0.17888564854860306,4.958263459123472e-05,0.002931753713171929,4.23506548536158e-06,0.17595389483543114,0.01638898221829894
33,0.17782380312681198,4.902201193099982e-05,0.0028527397089637817,4.128946339440078e-06,0.1749710634178482,0.016042507576611662
34,0.17678988075256347,4.8396966464601296e-05,0.002776826376095414,3.941729634381625e-06,0.17401305437646805,0.015706930534004276
35,0.175795022636652,4.820846685082162e-05,0.002706204331945628,3.900035901984317e-06,0.17308881830470638,0.015394089612759057
36,0.17478739833831788,4.747914874420406e-05,0.002635430284310132,3.769666207313091e-06,0.17215196805400776,0.0150779192857428
37,0.17381231391429902,4.759285267289159e-05,0.002570522226858884,3.7415139924677147e-06,0.17124179168744014,0.014789068558895786
38,0.17286100259423257,4.719113233502006e-05,0.0025090645905584096,3.7358166969575435e-06,0.17035193800367415,0.014514925592836538
39,0.17192522403597832,4.639311616599448e-05,0.0024492863714694977,3.695081874732685e-06,0.16947593766450883,0.014246230506333045
40,0.1709927316904068,4.519725827485642e-05,0.0023929712027311325,3.6157995043823067e-06,0.16859976048767567,0.013994578477544642
41,0.170082511305809,4.4449264801310254e-05,0.0023377400399185715,3.496107537209776e-06,0.16774477126589044,0.013744740843550375
42,0.16918978828191758,4.355351428762252e-05,0.0022860373510047794,3.462595654468265e-06,0.1669037509309128,0.01351167451782374
43,0.16831346949934958,4.2721018211898786e-05,0.0022371012698858975,3.4495271900588717e-06,0.16607636822946367,0.013291278924617156
44,0.16744572684168815,4.2220850291044204e-05,0.002187769806012511,3.3849943360172193e-06,0.16525795703567564,0.013065545757885728
45,0.16660304680466653,4.121036244221164e-05,0.0021425268324092033,3.3436418980971363e-06,0.16446051997225733,0.012860069929700657
46,0.16577615413069724,4.1059206955982165e-05,0.0020989324734546244,3.2337979315792135e-06,0.1636772216572426,0.012661244824149043
47,0.16495387649536133,4.018433899950149e-05,0.00205639915401116,3.156898283281945e-06,0.16289747734135018,0.012466510019053648
48,0.16414876505732537,3.921707114586182e-05,0.002015773580875248,3.0954137139283084e-06,0.16213299147645013,0.012280162937389648
49,0.16335662865638734,3.903875855948956e-05,0.0019765760467853398,3.075807616803864e-06,0.161380052609602,0.012099760279351569
50,0.16257141906023026,3.887889410923781e-05,0.001937851230148226,3.0010483217229473e-06,0.16063356783008204,0.011919999476847042
51,0.16179555761814118,3.790661915835138e-05,0.0019008644837886096,2.9335650140730114e-06,0.15989469313435256,0.011748557944185958
52,0.16103239890933035,3.787796735677899e-05,0.0018650588968303055,2.895531944797147e-06,0.15916734001250005,0.011581886064309524
53,0.1602833614051342,3.713137615199973e-05,0.0018306506867520511,2.83991445533883e-06,0.15845271071838213,0.011421339499643236
54,0.15954239135980605,3.642473471171115e-05,0.0017980025198776274,2.7679063145970634e-06,0.15774438883992842,0.011269747836627972
55,0.1588143990933895,3.539057724670917e-05,0.0017651981064118446,2.7313298104674613e-06,0.15704920098697767,0.011114849261078866
56,0.15809444385766983,3.49302503447034e-05,0.0017346244675572962,2.6778117831581733e-06,0.15635981939011254,0.010972077355981933
57,0.15738937792181967,3.4694895006459024e-05,0.0017051740027964116,2.631602448370871e-06,0.15568420391902327,0.010834111077327124
58,0.15668471497297287,3.394705438490156e-05,0.0016756027154624462,2.5760161389959882e-06,0.15500911225751043,0.010694104499928261
59,0.1559918227791786,3.349281010102188e-05,0.0016476657835301012,2.4969772262505373e-06,0.15434415699564852,0.010562513817551387
60,0.15530581542849542,3.30634867949025e-05,0.0016204487588256597,2.453241657100199e-06,0.15368536666966975,0.010433921964575325
61,0.15462926134467125,3.280080714002806e-05,0.0015934484784957022,2.406580213863847e-06,0.15303581286617554,0.010304960811678964
62,0.15395934882760048,3.203152701208533e-05,0.0015678784486372025,2.3149969839913708e-06,0.15239147037896328,0.01018371706932114
63,0.15329603040218354,3.16377926167924e-05,0.0015432091723196208,2.271697702527353e-06,0.15175282122986392,0.010066856710319875
64,0.15264728370308875,3.1509349060255505e-05,0.0015190507012885063,2.2033305060552664e-06,0.15112823300180026,0.00995137721705669
65,0.15200196143984795,3.113106604734141e-05,0.0014951338744722306,2.154870634386439e-06,0.15050682756537573,0.009836280139476378
66,0.15135954716801645,3.073271614851289e-05,0.001472272709943354,2.126470397341111e-06,0.1498872744580731,0.009726989393731867
67,0.15074104100465774,3.0334548825511243e-05,0.0014501360428985208,2.0822721551822534e-06,0.14929090496175923,0.009620047952658846
68,0.15011822959780693,3.0165438874633406e-05,0.0014278550054877997,2.0648116739941677e-06,0.14869037459231912,0.00951153640242943
69,0.1495046848654747,3.000023330433481e-05,0.0014067664199974388,2.0710526220078247e-06,0.14809791844547726,0.009409513964483833
70,0.1488902246952057,2.939767157973761e-05,0.0013861528569832444,2.0425808212728004e-06,0.14750407183822245,0.009309898348402982
71,0.14828256118297578,2.9118325412733392e-05,0.0013655589879490435,2.0146340986059313e-06,0.14691700219502674,0.009209167801357226
72,0.1476810064613819,2.8809365145691405e-05,0.0013454979159869254,2.011012157468459e-06,0.14633550854539498,0.00911083928953835
73,0.1470887625515461,2.865090753404766e-05,0.0013263088369276374,1.97333935960822e-06,0.14576245371461846,0.00901706434890186
74,0.14650996068120004,2.8162121270511813e-05,0.001307969484711066,1.938275660197775e-06,0.14520199119648897,0.008927512359089063
75,0.1459353876411915,2.789241118520135e-05,0.001290367616340518,1.9055901904281275e-06,0.14464502002485097,0.008842047410139615
76,0.14537061730027198,2.764736702958019e-05,0.0012729175095446408,1.8740559566629478e-06,0.14409769979072734,0.008756360351111058
77,0.1448042146861553,2.7148628564614297e-05,0.0012557002997491508,1.86287802222619e-06,0.14354851438640617,0.008671710989011759
78,0.14424995213747024,2.730333462277256e-05,0.001238955209730193,1.8137855273889823e-06,0.14301099692774005,0.008588947111396393
79,0.14369826367497443,2.7225696681417103e-05,0.0012225935836322605,1.7930458116361824e-06,0.14247567009134218,0.008508060935221861
80,0.14314384394884108,2.718906225162058e-05,0.0012064463610295206,1.7633123951471248e-06,0.14193739758781157,0.008428209888374234
81,0.14260412639379502,2.674174438862928e-05,0.0011907736111897976,1.7377783477414272e-06,0.14141335278260522,0.008350204452720594
82,0.14206445050239563,2.6422527537185815e-05,0.0011751470507588237,1.7063987878756623e-06,0.1408893034516368,0.008271929019561492
83,0.14153212091326714,2.5962705423519182e-05,0.0011603474814910442,1.6887283906886392e-06,0.1403717734317761,0.008198474480588908
84,0.14100383058190347,2.597939376426111e-05,0.0011453713153023273,1.6413742121003507e-06,0.13985845926660115,0.008122980138734791
85,0.14047950521111488,2.5744295110514957e-05,0.001130683723371476,1.6178432462842276e-06,0.1393488214877434,0.008048745058378916
86,0.1399716156721115,2.562186797557271e-05,0.001117119297850877,1.609461294769404e-06,0.13885449637426062,0.007981041673961731
87,0.13945741733908654,2.5570828242327608e-05,0.001103561653988436,1.6077999101779474e-06,0.1383538556850981,0.007913251765627918
88,0.13895172253251076,2.545242918186727e-05,0.0010905847582034767,1.5850927682879593e-06,0.13786113777430728,0.007848659507969114
89,0.13845024180412294,2.53121153109762e-05,0.0010775515343993901,1.5694312108123051e-06,0.13737269026972354,0.007782951624771388
90,0.13795553037524225,2.5122442607718662e-05,0.0010647990922443569,1.5551242108099186e-06,0.1368907312829979,0.0077184226637966495
91,0.13746799978613852,2.483690344813299e-05,0.0010521933593554422,1.5172586499393198e-06,0.13641580642678308,0.007654096669714833
92,0.13698299452662469,2.479322289042646e-05,0.0010398389184847474,1.5168806724777454e-06,0.13594315560813994,0.007591007351519383
93,0.1365029255449772,2.4708599800827527e-05,0.001027856565779075,1.4756968496884208e-06,0.13547506897919812,0.007529923345418704
94,0.1360234809219837,2.4307979018256722e-05,0.0010164291872642934,1.4583947733576026e-06,0.1350070517347194,0.007472453876160297
95,0.13554205697774888,2.3938774860309464e-05,0.0010047622569836676,1.4526500974421017e-06,0.1345372947207652,0.007412918760327013
96,0.13506927356123924,2.3826976899943736e-05,0.0009933120826026425,1.436915298049277e-06,0.1340759614786366,0.007354093617393177
97,0.13460582986474037,2.3769177606315043e-05,0.0009822622863575815,1.4217013797536536e-06,0.13362356757838278,0.007297323506304406
98,0.1341435382068157,2.3507449305629547e-05,0.0009712466285564005,1.4097683431158683e-06,0.1331722915782593,0.007240353441840648
99,0.13368768915534018,2.3479279945557333e-05,0.000960649348446168,1.398808503036096e-06,0.13272703980689401,0.007185772710379703
100,0.1332380015552044,2.3420344480968384e-05,0.000950713439262472,1.386708985799987e-06,0.13228728811594193,0.007135452559820657
101,0.13278316953778266,2.3124683813615813e-05,0.0009403678014641627,1.3648839516959995e-06,0.1318428017363185,0.0070819803800253964
102,0.13234312251210212,2.310975762737344e-05,0.0009303968112217262,1.33686867370433e-06,0.1314127257008804,0.007030186333533472
103,0.13190329226851463,2.280021467857421e-05,0.0009203686980763451,1.3243599107413493e-06,0.13098292357043828,0.006977602167827296
104,0.1314658457636833,2.2723294330208354e-05,0.0009111823312705383,1.2943911336592912e-06,0.13055466343241276,0.0069309433638637665
105,0.13103740513324738,2.2551435136752437e-05,0.0009019312920281663,1.2834257857656002e-06,0.1301354738412192,0.0068830063531174455
106,0.1306106139421463,2.2450505066638686e-05,0.000892708950676024,1.2873515185558027e-06,0.12971790499147026,0.006834888250900097
107,0.1301856694817543,2.240226861658679e-05,0.0008839079517638311,1.2816984040276153e-06,0.12930176152999048,0.006789594855428477
108,0.129765466183424,2.2199787709417037e-05,0.000875068653258495,1.2781837205744153e-06,0.1288903975301655,0.006743463257178008
109,0.12935077348351479,2.2251365571584127e-05,0.0008663976850220934,1.2705225243398691e-06,0.1284843757984927,0.006698047964378908
110,0.12893897020816802,2.207255115314066e-05,0.0008578420367557555,1.2467272651330852e-06,0.12808112817141226,0.006653085838756086
111,0.12852898412942887,2.1943025245494402e-05,0.0008492158652516082,1.2289797678543155e-06,0.12767976826417726,0.006607193474714206
112,0.1281207023859024,2.175830491454813e-05,0.0008410379332490266,1.2155788263489182e-06,0.12727966445265337,0.006564418689462079
113,0.1277188892364502,2.174629328622661e-05,0.0008331612426554784,1.1932403725920769e-06,0.12688572799379472,0.006523398752028132
114,0.12732094791531562,2.1606667684545757e-05,0.0008253372992621735,1.1756335472142147e-06,0.12649561061605344,0.006482337060600006
115,0.12692556539177893,2.1310121098695295e-05,0.0008175607543671504,1.1602595414959624e-06,0.12610800463741179,0.006441261473554204
116,0.12653254500031472,2.119249104001177e-05,0.0008096935944631696,1.1533738607881253e-06,0.12572285140585154,0.006399093564909768
117,0.12614420534670354,2.1238176666586273e-05,0.0008022112540202216,1.1444935614598483e-06,0.12534199409268332,0.006359477645567374
118,0.12575988249480724,2.1352155298583565e-05,0.0007943556507816538,1.13589933231912e-06,0.12496552684402559,0.0063164471453323245
119,0.1253769662231207,2.120520310548066e-05,0.000786917002289556,1.1352484878715522e-06,0.12459004922083114,0.0062764080675644955
120,0.12499896842241287,2.0998204295680692e-05,0.0007794561649207026,1.119619224757409e-06,0.12421951225749217,0.006235700780238941
121,0.12462517119944096,2.095500557334253e-05,0.0007722346374066547,1.107506185344718e-06,0.1238529365620343,0.006196457986571808
122,0.12425163212418557,2.085561060983178e-05,0.0007649406876880676,1.1005548950656318e-06,0.1234866914364975,0.006156383418155294
123,0.1238784957677126,2.075891596347258e-05,0.000757947888225317,1.0818376879099793e-06,0.12312054787948727,0.006118478300273862
124,0.1235141618102789,2.049760735659939e-05,0.0007510342535097152,1.0531869744018427e-06,0.12276312755676919,0.006080551756189093
125,0.12314842821657658,2.036996601606384e-05,0.0007443028588313609,1.0418452137187908e-06,0.12240412535774522,0.006043949318803997
126,0.12278663904964923,2.0239029709613117e-05,0.0007376400380162522,1.0340627666859076e-06,0.12204899901163298,0.006007494331023953
127,0.12243256470561027,2.0021598339715956e-05,0.000731163082527928,1.0281704526143743e-06,0.12170140162308235,0.0059719657452738445
128,0.1220759579539299,1.9970296251250867e-05,0.000724553951411508,1.0159681761674805e-06,0.1213514040025184,0.005935271478147618
129,0.121723911896348,1.985866898849593e-05,0.0007184548431541771,1.0008686801263724e-06,0.12100545705319382,0.005902331201497743
130,0.12137398785352707,1.9495397816209664e-05,0.0007121851190458983,9.958297930084926e-07,0.12066180273448117,0.00586769151809823
131,0.12103046588599682,1.9433339998902593e-05,0.0007062309057218953,9.905635606019269e-07,0.12032423498027493,0.005835149857120446
132,0.12068777438998222,1.9453847973966356e-05,0.0007004191366722808,9.831689201923297e-07,0.11998735525330995,0.005803563287272116
133,0.12035025341808796,1.9165851738244594e-05,0.0006947078075027094,9.649266187955082e-07,0.11965554561058525,0.005772383420659243
134,0.12001079897582531,1.9101724249031725e-05,0.0006891446084482595,9.621471940490031e-07,0.11932165436737706,0.005742354974130946
135,0.11967793720960616,1.8823076689843812e-05,0.0006833784362534061,9.557396751494446e-07,0.11899455877335276,0.005710145513759353
136,0.11934504583477974,1.8770805532928265e-05,0.0006779065679293126,9.337662484322797e-07,0.11866713926685044,0.005680223784637031
137,0.11901401993632317,1.8769119335082322e-05,0.0006722417403943837,9.237671893973708e-07,0.11834177819592878,0.005648424788559007
138,0.11868642251193523,1.8585793778567296e-05,0.0006666599713498726,9.17091293279448e-07,0.11801976254058535,0.005616985980707545
139,0.11835998265445233,1.8522641489893787e-05,0.0006612231015460566,9.141093632886464e-07,0.11769875955290628,0.005586542737814295
140,0.11804117302596569,1.8372233555166143e-05,0.0006560794854303821,9.095939393514624e-07,0.1173850935405353,0.005558056300288234
141,0.11772436892986297,1.8221181537310565e-05,0.0006510089383227751,8.943620625638103e-07,0.1170733599915402,0.00552994205227491
142,0.11740514282882214,1.7996127975532964e-05,0.0006455933772958815,8.858123400504861e-07,0.11675954945152626,0.005498850916924167
143,0.11709185938537121,1.8026883274612925e-05,0.0006403582066996023,8.733921043882825e-07,0.11645150117867162,0.0054688533435280386
144,0.11678237304091453,1.7900081716650182e-05,0.0006354587333044037,8.605093405635078e-07,0.11614691430761012,0.005441392538596315
145,0.11647089402377606,1.7801088706748162e-05,0.0006302850182401017,8.512458043414928e-07,0.11584060900553596,0.005411523827673521
146,0.11616508439183235,1.7816506358242147e-05,0.0006254159586969763,8.5021039199249e-07,0.11553966843313537,0.005383854899010858
147,0.11585837273299694,1.7591682492490238e-05,0.0006206445730058476,8.399849471541582e-07,0.1152377281599911,0.005356924651757045
148,0.115555300116539,1.7421924737494706e-05,0.0006157798952190206,8.313181245289822e-07,0.11493952022131998,0.0053288762574974806
149,0.11525768333673478,1.725011516035044e-05,0.000611077320179902,8.317573523896661e-07,0.11464660601655488,0.0053018358732284205
150,0.11495920091867447,1.7028624908244522e-05,0.000606488355784677,8.207971224692629e-07,0.11435271256288979,0.005275683468030756
151,0.11466309237480164,1.692541379239239e-05,0.0006018924519885331,8.133969949116812e-07,0.1140611999228131,0.005249225705697128
152,0.11437028819322587,1.6728044885148254e-05,0.0005972496657632292,8.059427951765135e-07,0.11377303852746264,0.005222070130261367
153,0.11407958038151264,1.6688251173411744e-05,0.0005930003192042932,8.02939867468667e-07,0.11348658006230834,0.0051981285101254885
154,0.1137894042879343,1.6535670821431698e-05,0.0005885947811184451,8.07784003185691e-07,0.11320080950681585,0.0051726677435541945
155,0.11350025810301304,1.632367505165154e-05,0.0005842557629803195,8.001634676105901e-07,0.11291600234003271,0.005147616161806857
156,0.11321278940141201,1.6129247983285773e-05,0.0005799464778974652,7.917475744049168e-07,0.11263284292351454,0.005122623344622159
157,0.11292997208237648,1.588806351659089e-05,0.0005756755514303222,7.912008428243384e-07,0.11235429653094617,0.0050976329916242
158,0.11264897046983242,1.5738396581456935e-05,0.0005715496505144984,7.865996256994581e-07,0.11207742081931793,0.005073722805727375
159,0.11237041783332825,1.5741851158756182e-05,0.0005675469628768042,7.798759858765951e-07,0.11180287087045145,0.00505067947436673
160,0.11209282521903514,1.565834259306528e-05,0.0005635580836096778,7.687087904180846e-07,0.11152926713542546,0.005027601744433298
161,0.11181892044842243,1.5691905913091158e-05,0.0005594355942448601,7.652305058144605e-07,0.11125948485417757,0.0050030495018318945
162,0.11154389157891273,1.5534643185137956e-05,0.0005553503583651036,7.608528159084027e-07,0.11098854122054763,0.004978760831311107
163,0.11127262651920318,1.541512797201074e-05,0.0005514163470361382,7.531562596639869e-07,0.11072121017216704,0.004955543553570887
164,0.11100419610738754,1.5325578958588048e-05,0.0005477104089222849,7.442295651051227e-07,0.11045648569846525,0.004934141484096867
165,0.11073975838720798,1.5164583794710584e-05,0.0005439777839928865,7.407940207385535e-07,0.1101957806032151,0.004912217544225053
166,0.11047599659860134,1.5101049895079093e-05,0.0005401642778888344,7.348063825026494e-07,0.10993583232071251,0.004889426613198555
167,0.11021282315254212,1.4996105867884051e-05,0.0005363813174772077,7.290730543982691e-07,0.1096764418350649,0.004866777768089826
168,0.10995159195363521,1.4889898575372528e-05,0.0005327574933762662,7.242642389618622e-07,0.10941883446025895,0.004845382262413456
169,0.10969188085198403,1.4804992719233041e-05,0.0005292561137466692,7.265758306507411e-07,0.10916262473823736,0.004824934257995234
170,0.10943825067579746,1.4719259104061788e-05,0.0005255590639426373,7.21049418603691e-07,0.10891269161185482,0.004802334290773399
171,0.10918463405966759,1.473513955011465e-05,0.0005219171699718572,7.109645458071132e-07,0.10866271688969574,0.004780133893993161
172,0.10893170280754566,1.461340160875955e-05,0.0005184342117863707,7.053866679402712e-07,0.1084132685957593,0.004759259227796253
173,0.1086812732219696,1.4485897835691625e-05,0.0005150561365298927,6.998565057179837e-07,0.1081662170854397,0.004739143380092235
174,0.10842962120473384,1.4347362053539413e-05,0.0005116452978691086,7.026616859341893e-07,0.10791797590686474,0.004718685652355402
175,0.1081829127073288,1.4163456570762728e-05,0.0005083778897533194,6.991623784308812e-07,0.10767453481757548,0.004699243873463203
176,0.1079380166977644,1.4031107141406036e-05,0.0005050688705523498,6.972279097757773e-07,0.10743294782721205,0.004679249128382501
177,0.10769715905189514,1.3988390627469997e-05,0.000501711183344014,6.87864867203251e-07,0.10719544786855113,0.004658536843133053
178,0.10745341517031193,1.393053111733189e-05,0.0004984702158835716,6.840197532429012e-07,0.10695494495442835,0.004638942513772172
179,0.10721559897065162,1.3906243882030143e-05,0.0004953396315686405,6.73271869988295e-07,0.10672025933908298,0.004620033244455697
180,0.10697548869252205,1.384016052363552e-05,0.0004920913729583845,6.758642128684672e-07,0.10648339731956366,0.004600038559980735
181,0.10674121651053428,1.378867343082065e-05,0.0004891034668544307,6.706304129674659e-07,0.10625211304367985,0.0045821425204214455
182,0.10650603997707367,1.3747375371365809e-05,0.00048613592330366373,6.688385441476674e-07,0.10601990405377,0.004564397694330844
183,0.10627232900261879,1.3659287982828269e-05,0.00048296395043144003,6.572587451622829e-07,0.10578936505218735,0.0045445879935457015
184,0.10604094818234444,1.3603636873482086e-05,0.00047994801570894197,6.462129630896302e-07,0.1055610001666355,0.004526063034476451
185,0.10581066773831845,1.354186154940155e-05,0.0004769514559302479,6.456802370945165e-07,0.1053337162823882,0.00450759329021344
186,0.10558415544033051,1.3479952169589523e-05,0.0004740070846164599,6.44425149447088e-07,0.10511014835571404,0.00448937705321078
187,0.10535680943727493,1.337545685224522e-05,0.00047111465252237393,6.455632808485243e-07,0.10488569478475256,0.00447161085304938
188,0.10513067142665386,1.3258596241247216e-05,0.00046828233485575764,6.442148744114091e-07,0.1046623890917981,0.004454288444095618
189,0.10490804827213288,1.3179998078745357e-05,0.00046545472351135686,6.411712880727286e-07,0.10444259354862152,0.00443678755993974
190,0.10468323545157909,1.3120534541022971e-05,0.0004625414509791881,6.355124315981462e-07,0.10422069400059991,0.004418486388808027
191,0.10446381056308747,1.3060823762348594e-05,0.0004597134661744349,6.306009165739337e-07,0.10400409709691304,0.0044006959318873985
192,0.104243202611804,1.3042735441926362e-05,0.0004568933247355744,6.262631020435919e-07,0.10378630928706843,0.004382955562455427
193,0.10402435852587223,1.2916610879028446e-05,0.00045421854732558134,6.228918332917208e-07,0.10357013997854665,0.0043664633338028344
194,0.10380835397541523,1.278056708925542e-05,0.00045153636921895667,6.169309849415074e-07,0.10335681760619626,0.004349711289381328
195,0.1035937466621399,1.274965609164879e-05,0.00044889667711686345,6.126599261192072e-07,0.10314484998502303,0.004333241065031587
196,0.10337933959066868,1.2693279629079986e-05,0.00044618049642303957,6.10199104926258e-07,0.10293315909424564,0.004315954214736666
197,0.10316629390418529,1.2560679349989308e-05,0.000443617747456301,6.062807631495703e-07,0.10272267615672899,0.004300026013033935
198,0.1029559246301651,1.2615160103872124e-05,0.00044095349783310667,6.061022444948432e-07,0.102514971132332,0.004282934657884773
199,0.10274631208181381,1.2512200739291976e-05,0.0004384082336910069,6.025609787143543e-07,0.1023079038481228,0.004266899948116051
200,0.10253835685551166,1.2386929273054995e-05,0.0004358430661377497,5.970030369034161e-07,0.1021025137893739,0.004250536867407605
201,0.10232956367731094,1.2314525964040397e-05,0.0004332987816305831,6.021801912807242e-07,0.10189626489568036,0.004234346029237066
202,0.10212509076297283,1.2206799152845817e-05,0.0004307624661596492,5.928089942435567e-07,0.10169432829681317,0.004217988575984986
203,0.10192018923163414,1.2135232749743237e-05,0.00042834374227095393,5.9068357842646e-07,0.10149184548936319,0.004202736920920119
204,0.10171945545077324,1.2089006132428021e-05,0.00042607086565112697,5.87532625420824e-07,0.10129338458512212,0.0041886860656398465
205,0.1015173297971487,1.200673106149022e-05,0.00042361638630973174,5.838421631034255e-07,0.10109371341083896,0.00417284799704838
206,0.1013159680813551,1.1965765998617942e-05,0.0004212676153983921,5.807027980027557e-07,0.10089470046595671,0.004157958744075968
207,0.10111684837937356,1.1935608060046232e-05,0.0004188446874613874,5.834855687202632e-07,0.10069800369191217,0.0041421849491387625
208,0.10091962876915932,1.1812128362074652e-05,0.0004165079648955725,5.813238494859034e-07,0.10050312080426374,0.004127125416288252
209,0.10072432500123978,1.1787318364201188e-05,0.00041409558593295516,5.796472103841178e-07,0.10031022941530682,0.0041111775723278185
210,0.1005286808758974,1.1657634619948608e-05,0.0004116995298536494,5.755531774436606e-07,0.10011698134604376,0.004095343998016767
211,0.1003360328823328,1.150960384750714e-05,0.00040933323081117123,5.727223630426655e-07,0.09992669965152162,0.004079623431905158
212,0.10014391601085663,1.14585638864557e-05,0.0004070607064059004,5.733685705476416e-07,0.09973685530445073,0.0040647572276060265
213,0.0999523478448391,1.141844164863846e-05,0.0004048614338389598,5.672179141134201e-07,0.09954748641100014,0.004050544510144433
214,0.09976281736791134,1.1382396688477325e-05,0.0004026020082528703,5.637837586534395e-07,0.09936021535965847,0.004035591805393088
215,0.0995739409327507,1.1392759387379997e-05,0.00040036560036242006,5.639486660734758e-07,0.09917357533238827,0.004020786930918153
216,0.09938724462687969,1.1276974606253664e-05,0.0003982145486515947,5.603658028485289e-07,0.0989890300782281,0.004006696736050734
217,0.09920232205092908,1.1283239447588371e-05,0.0003960107748862356,5.593432800949332e-07,0.09880631127604284,0.003991950659007047
218,0.09901733322441578,1.1279435670657104e-05,0.00039389951393241064,5.605308704482211e-07,0.09862343371048336,0.003978086473402241
219,0.09883517402410508,1.1213831620017554e-05,0.00039184974430827424,5.560124957890913e-07,0.09844332427979681,0.003964679054571253
220,0.09865306578576565,1.121863265523797e-05,0.00038978293078253045,5.527342468208245e-07,0.09826328285498312,0.003951047315944347
221,0.09847273498773575,1.1176075926498112e-05,0.00038768432702636346,5.476347823581959e-07,0.09808505066070938,0.003936971254780802
222,0.0982923746407032,1.1158481388444288e-05,0.00038566827290924266,5.405935314927616e-07,0.09790670636779396,0.0039236845616866
223,0.09811232678592205,1.112883993221404e-05,0.0003835863223066554,5.417588071420766e-07,0.09772874046361539,0.003909664920531631
224,0.09793459801375866,1.1086405505884414e-05,0.00038162298483075576,5.384275245057782e-07,0.0975529750289279,0.003896712628331228
225,0.09775784073770047,1.0994196117150062e-05,0.00037970153777860103,5.333652683191156e-07,0.09737813919992187,0.0038841031564659807
