dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,36,0.09779483079910278,0.9358047016274864
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,37,0.09771894663572311,0.9412296564195298
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,38,0.09818350523710251,0.9312839059674503
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,39,0.09776747971773148,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,40,0.09784702956676483,0.9389692585895117
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,41,0.09795672446489334,0.9371609403254972
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,42,0.09847591072320938,0.9358047016274864
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,43,0.09851391613483429,0.9376130198915009
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,44,0.09742831438779831,0.9498191681735986
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,45,0.09741637855768204,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,46,0.09784191846847534,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,47,0.09863068908452988,0.9312839059674503
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,48,0.09757030010223389,0.9281193490054249
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,49,0.09749215096235275,0.9385171790235081
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,50,0.09737666696310043,0.9312839059674503
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,51,0.09819205850362778,0.9425858951175407
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,52,0.09837068617343903,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,53,0.09795336425304413,0.9448462929475587
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,54,0.09791862964630127,0.939873417721519
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,55,0.0982377827167511,0.9290235081374322
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,56,0.09748756140470505,0.9425858951175407
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,57,0.0984155461192131,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,58,0.09784276783466339,0.9317359855334538
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,59,0.09818238765001297,0.9547920433996383
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,60,0.09767680615186691,0.9412296564195298
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,61,0.09733961522579193,0.9407775768535261
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,62,0.0977204442024231,0.9371609403254972
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,63,0.09778816998004913,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,64,0.09770804643630981,0.9344484629294756
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.25,65,0.0980357751250267,0.9317359855334538
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,33,0.09274544566869736,0.9376130198915009
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,34,0.09287931770086288,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,35,0.09318554401397705,0.9552441229656419
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,36,0.09276118129491806,0.9371609403254972
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,37,0.09290774911642075,0.953887884267631
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,38,0.09296692162752151,0.9430379746835442
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,39,0.09301849454641342,0.9489150090415913
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,40,0.09244976937770844,0.9430379746835442
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,41,0.0928996205329895,0.9344484629294756
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,42,0.09297848492860794,0.9489150090415913
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,43,0.09300769865512848,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,44,0.09282256662845612,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,45,0.09293043613433838,0.9448462929475587
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,46,0.0927911326289177,0.9529837251356238
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,47,0.09293699264526367,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,48,0.09289892017841339,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,49,0.09248905628919601,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,50,0.09265751391649246,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,51,0.09278668463230133,0.9443942133815552
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,52,0.09311436116695404,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,53,0.09296207875013351,0.9330922242314648
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,54,0.09271696954965591,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,55,0.09273496270179749,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,56,0.09260280430316925,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,57,0.09250006824731827,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,58,0.09246953576803207,0.939873417721519
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,59,0.09279533475637436,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,60,0.0925469696521759,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,61,0.09245435893535614,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,62,0.09266249090433121,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,63,0.09235803037881851,0.9425858951175407
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,64,0.09283178299665451,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.5,65,0.09263595938682556,0.9389692585895117
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,33,0.09326084703207016,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,34,0.09352455288171768,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,35,0.0935303121805191,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,36,0.09349803626537323,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,37,0.09354329109191895,0.9498191681735986
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,38,0.09344405680894852,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,39,0.09372308105230331,0.9556962025316456
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,40,0.0931425467133522,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,41,0.09344138950109482,0.9394213381555153
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,42,0.09362868964672089,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,43,0.09362468868494034,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,44,0.09331641346216202,0.9430379746835442
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,45,0.09304425120353699,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,46,0.09333165735006332,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,47,0.09356783330440521,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,48,0.09355185180902481,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,49,0.09344389289617538,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,50,0.09330657869577408,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,51,0.09357283264398575,0.9466546112115732
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,52,0.0936875194311142,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,53,0.09358488023281097,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,54,0.09332558512687683,0.9376130198915009
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,55,0.09341927617788315,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,56,0.09333337843418121,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,57,0.09337889403104782,0.9484629294755876
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,58,0.09330382943153381,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,59,0.09326867014169693,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,60,0.09338351339101791,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,61,0.09337601810693741,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,62,0.09332627803087234,0.9389692585895117
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,63,0.09331345558166504,0.9552441229656419
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,64,0.09331654012203217,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.025,0.75,65,0.09345459192991257,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,33,0.07188400626182556,0.9254068716094033
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,34,0.07093176245689392,0.9321880650994575
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,35,0.07278186082839966,0.9367088607594937
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,36,0.0711224153637886,0.9231464737793852
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,37,0.07068804651498795,0.9281193490054249
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,38,0.07226449251174927,0.9308318264014466
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,39,0.07017816603183746,0.930379746835443
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,40,0.0708925873041153,0.9222423146473779
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,41,0.07180576771497726,0.9172694394213381
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,42,0.0706997662782669,0.9263110307414104
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,43,0.0718640387058258,0.9312839059674503
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,44,0.07077916711568832,0.9249547920433996
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,45,0.07095654308795929,0.9235985533453888
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,46,0.07004162669181824,0.9254068716094033
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,47,0.07143693417310715,0.9231464737793852
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,48,0.07167289406061172,0.9358047016274864
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,49,0.07068277895450592,0.9263110307414104
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,50,0.070975162088871,0.9249547920433996
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,51,0.07177682220935822,0.9330922242314648
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,52,0.07150514423847198,0.9317359855334538
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,53,0.07144388556480408,0.9276672694394213
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,54,0.07176201045513153,0.9267631103074141
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,55,0.07085482031106949,0.9276672694394213
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,56,0.07073380053043365,0.9308318264014466
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,57,0.0716879814863205,0.9326401446654611
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,58,0.07085948437452316,0.9294755877034357
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,59,0.07123065739870071,0.9376130198915009
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,60,0.07109188288450241,0.9235985533453888
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,61,0.07178230583667755,0.9249547920433996
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,62,0.07128064334392548,0.924502712477396
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,63,0.0709625631570816,0.9290235081374322
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,64,0.07001908868551254,0.9294755877034357
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.05,65,0.0718829482793808,0.9272151898734177
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,33,0.061769139021635056,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,34,0.06086012348532677,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,35,0.06175543740391731,0.9534358047016275
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,36,0.06122680380940437,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,37,0.061273615807294846,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,38,0.06145118176937103,0.9371609403254972
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,39,0.0611126646399498,0.939873417721519
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,40,0.061227452009916306,0.9439421338155515
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,41,0.06135626882314682,0.9412296564195298
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,42,0.0616011880338192,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,43,0.061553362756967545,0.9385171790235081
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,44,0.060997914522886276,0.9534358047016275
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,45,0.06119769439101219,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,46,0.06125115230679512,0.9389692585895117
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,47,0.06175784021615982,0.9425858951175407
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,48,0.0612582229077816,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,49,0.06109657138586044,0.9529837251356238
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,50,0.061272379010915756,0.9448462929475587
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,51,0.061612702906131744,0.93625678119349
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,52,0.06154851242899895,0.9443942133815552
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,53,0.061433278024196625,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,54,0.06134995073080063,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,55,0.06140608713030815,0.9389692585895117
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,56,0.06113247200846672,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,57,0.06165977567434311,0.9475587703435805
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,58,0.06136661022901535,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,59,0.061406102031469345,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,60,0.061562467366456985,0.9335443037974683
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,61,0.06114476919174194,0.9430379746835442
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,62,0.06140631437301636,0.9439421338155515
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,63,0.06129424646496773,0.9547920433996383
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,64,0.061223629862070084,0.9498191681735986
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.25,65,0.061275407671928406,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,33,0.0588718019425869,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,34,0.05877987667918205,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,35,0.05895336717367172,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,36,0.05883936211466789,0.9394213381555153
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,37,0.05879262462258339,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,38,0.05883153900504112,0.9425858951175407
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,39,0.058869022876024246,0.9534358047016275
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,40,0.058633241802453995,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,41,0.05873063951730728,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,42,0.05884309485554695,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,43,0.0587807334959507,0.9443942133815552
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,44,0.058777835220098495,0.9547920433996383
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,45,0.05884278193116188,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,46,0.058742109686136246,0.9448462929475587
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,47,0.05888000503182411,0.9489150090415913
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,48,0.058877792209386826,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,49,0.058593716472387314,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,50,0.05879923328757286,0.9452983725135623
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,51,0.05889548361301422,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,52,0.05892502889037132,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,53,0.05888504907488823,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,54,0.0587163046002388,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,55,0.0586828887462616,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,56,0.058676738291978836,0.951627486437613
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,57,0.058705199509859085,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,58,0.058704279363155365,0.953887884267631
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,59,0.0587354339659214,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,60,0.058700673282146454,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,61,0.05875786766409874,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,62,0.05881495028734207,0.9439421338155515
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,63,0.058616168797016144,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,64,0.05879656597971916,0.9502712477396021
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.5,65,0.05874272435903549,0.9371609403254972
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,33,0.060000814497470856,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,34,0.05999121442437172,0.9588607594936709
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,35,0.05998397246003151,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,36,0.06000377610325813,0.9407775768535261
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,37,0.0599561370909214,0.9439421338155515
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,38,0.05989999324083328,0.9403254972875226
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,39,0.06009034067392349,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,40,0.059773195534944534,0.9484629294755876
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,41,0.05988515540957451,0.9403254972875226
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,42,0.05999845638871193,0.9416817359855334
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,43,0.059982962906360626,0.9462025316455696
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,44,0.05985008925199509,0.9480108499095841
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,45,0.0597783699631691,0.9489150090415913
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,46,0.05987367033958435,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,47,0.06002199277281761,0.9489150090415913
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,48,0.06007752567529678,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,49,0.059926193207502365,0.9421338155515371
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,50,0.05990315228700638,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,51,0.060090698301792145,0.9534358047016275
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,52,0.06006545200943947,0.9525316455696202
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,53,0.06003326550126076,0.945750452079566
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,54,0.05985718220472336,0.9520795660036167
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,55,0.05990932509303093,0.9471066907775768
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,56,0.059900254011154175,0.9439421338155515
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,57,0.05994126945734024,0.9507233273056057
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,58,0.05991528555750847,0.9511754068716094
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,59,0.05982986465096474,0.9547920433996383
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,60,0.05992608144879341,0.9385171790235081
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,61,0.059994567185640335,0.9434900542495479
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,62,0.05997176095843315,0.9493670886075949
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,63,0.059893764555454254,0.9561482820976491
bbh+gpqa+ifeval+math+musr,None,1.0,0.05,0.75,64,0.059901583939790726,0.9570524412296564
