dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,0.25,70,0.07058492302894592,0.9326705829191143
mmlu-pro,None,1.0,0.025,0.25,71,0.07027798891067505,0.9240849525530954
mmlu-pro,None,1.0,0.025,0.25,72,0.07135770469903946,0.9236330772706733
mmlu-pro,None,1.0,0.025,0.25,73,0.07118438184261322,0.9308630817894261
mmlu-pro,None,1.0,0.025,0.25,74,0.07085788249969482,0.9326705829191143
mmlu-pro,None,1.0,0.025,0.25,75,0.07091041654348373,0.9484862178038862
mmlu-pro,None,1.0,0.025,0.25,76,0.0710969939827919,0.9290555806597379
mmlu-pro,None,1.0,0.025,0.25,77,0.07053565233945847,0.938093086308179
mmlu-pro,None,1.0,0.025,0.25,78,0.07028864324092865,0.92950745594216
mmlu-pro,None,1.0,0.025,0.25,79,0.07042621821165085,0.9340262087663805
mmlu-pro,None,1.0,0.025,0.25,80,0.07081866264343262,0.9353818346136467
mmlu-pro,None,1.0,0.025,0.25,81,0.0707964152097702,0.938996836873023
mmlu-pro,None,1.0,0.025,0.25,82,0.07095524668693542,0.9371893357433349
mmlu-pro,None,1.0,0.025,0.25,83,0.0709175318479538,0.9308630817894261
mmlu-pro,None,1.0,0.025,0.25,84,0.07043105363845825,0.938093086308179
mmlu-pro,None,1.0,0.025,0.25,85,0.0704256072640419,0.9331224582015364
mmlu-pro,None,1.0,0.025,0.25,86,0.07180187106132507,0.9394487121554451
mmlu-pro,None,1.0,0.025,0.25,87,0.0707487165927887,0.9326705829191143
mmlu-pro,None,1.0,0.025,0.25,88,0.07087310403585434,0.9272480795300497
mmlu-pro,None,1.0,0.025,0.25,89,0.07022978365421295,0.9353818346136467
mmlu-pro,None,1.0,0.025,0.25,90,0.07046113908290863,0.9290555806597379
mmlu-pro,None,1.0,0.025,0.25,91,0.07070925831794739,0.9335743334839585
mmlu-pro,None,1.0,0.025,0.25,92,0.07109721004962921,0.9362855851784908
mmlu-pro,None,1.0,0.025,0.25,93,0.07108753174543381,0.9331224582015364
mmlu-pro,None,1.0,0.025,0.25,94,0.07106591016054153,0.9286037053773158
mmlu-pro,None,1.0,0.025,0.25,95,0.07069183886051178,0.92950745594216
mmlu-pro,None,1.0,0.025,0.25,96,0.07044248282909393,0.9290555806597379
mmlu-pro,None,1.0,0.025,0.25,97,0.07138979434967041,0.9263443289652057
mmlu-pro,None,1.0,0.025,0.25,98,0.07090335339307785,0.9457749661093539
mmlu-pro,None,1.0,0.025,0.25,99,0.07074187695980072,0.9272480795300497
mmlu-pro,None,1.0,0.025,0.5,66,0.06875332444906235,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.5,67,0.06836824864149094,0.9516493447808405
mmlu-pro,None,1.0,0.025,0.5,68,0.06849873065948486,0.9457749661093539
mmlu-pro,None,1.0,0.025,0.5,69,0.06789927184581757,0.9548124717577949
mmlu-pro,None,1.0,0.025,0.5,70,0.06830275058746338,0.9371893357433349
mmlu-pro,None,1.0,0.025,0.5,71,0.06824607402086258,0.9439674649796657
mmlu-pro,None,1.0,0.025,0.5,72,0.06854839622974396,0.9399005874378672
mmlu-pro,None,1.0,0.025,0.5,73,0.06874801218509674,0.9412562132851333
mmlu-pro,None,1.0,0.025,0.5,74,0.06849569082260132,0.9358337098960687
mmlu-pro,None,1.0,0.025,0.5,75,0.0681796669960022,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,76,0.0687263011932373,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.5,77,0.06828466802835464,0.9331224582015364
mmlu-pro,None,1.0,0.025,0.5,78,0.06828063726425171,0.9439674649796657
mmlu-pro,None,1.0,0.025,0.5,79,0.06847822666168213,0.9394487121554451
mmlu-pro,None,1.0,0.025,0.5,80,0.06849031150341034,0.9403524627202893
mmlu-pro,None,1.0,0.025,0.5,81,0.06814222037792206,0.9462268413917759
mmlu-pro,None,1.0,0.025,0.5,82,0.06833994388580322,0.9493899683687302
mmlu-pro,None,1.0,0.025,0.5,83,0.06858526915311813,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,84,0.06827031075954437,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.5,85,0.06848253309726715,0.938996836873023
mmlu-pro,None,1.0,0.025,0.5,86,0.06875850260257721,0.9367374604609128
mmlu-pro,None,1.0,0.025,0.5,87,0.06849928200244904,0.9408043380027112
mmlu-pro,None,1.0,0.025,0.5,88,0.06834482401609421,0.9394487121554451
mmlu-pro,None,1.0,0.025,0.5,89,0.06818927079439163,0.9326705829191143
mmlu-pro,None,1.0,0.025,0.5,90,0.06836487352848053,0.9417080885675554
mmlu-pro,None,1.0,0.025,0.5,91,0.06813425570726395,0.9376412110257569
mmlu-pro,None,1.0,0.025,0.5,92,0.06830865889787674,0.9408043380027112
mmlu-pro,None,1.0,0.025,0.5,93,0.06880874186754227,0.9412562132851333
mmlu-pro,None,1.0,0.025,0.5,94,0.06852129846811295,0.9344780840488026
mmlu-pro,None,1.0,0.025,0.5,95,0.06881094723939896,0.9498418436511523
mmlu-pro,None,1.0,0.025,0.5,96,0.0684087947010994,0.94713059195662
mmlu-pro,None,1.0,0.025,0.5,97,0.06863103061914444,0.9444193402620877
mmlu-pro,None,1.0,0.025,0.5,98,0.06802517920732498,0.9358337098960687
mmlu-pro,None,1.0,0.025,0.5,99,0.0682322159409523,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,66,0.07062948495149612,0.9367374604609128
mmlu-pro,None,1.0,0.025,0.75,67,0.0705777257680893,0.9489380930863082
mmlu-pro,None,1.0,0.025,0.75,68,0.07066783308982849,0.9489380930863082
mmlu-pro,None,1.0,0.025,0.75,69,0.07037556171417236,0.9548124717577949
mmlu-pro,None,1.0,0.025,0.75,70,0.07051801681518555,0.9444193402620877
mmlu-pro,None,1.0,0.025,0.75,71,0.07060956209897995,0.9480343425214641
mmlu-pro,None,1.0,0.025,0.75,72,0.07069316506385803,0.9417080885675554
mmlu-pro,None,1.0,0.025,0.75,73,0.07081382721662521,0.9484862178038862
mmlu-pro,None,1.0,0.025,0.75,74,0.0704568475484848,0.938093086308179
mmlu-pro,None,1.0,0.025,0.75,75,0.07053317874670029,0.94713059195662
mmlu-pro,None,1.0,0.025,0.75,76,0.07092126458883286,0.9376412110257569
mmlu-pro,None,1.0,0.025,0.75,77,0.07052482664585114,0.9412562132851333
mmlu-pro,None,1.0,0.025,0.75,78,0.0705614686012268,0.9521012200632626
mmlu-pro,None,1.0,0.025,0.75,79,0.07064604759216309,0.94713059195662
mmlu-pro,None,1.0,0.025,0.75,80,0.0705268383026123,0.938093086308179
mmlu-pro,None,1.0,0.025,0.75,81,0.0704103335738182,0.9444193402620877
mmlu-pro,None,1.0,0.025,0.75,82,0.07057862728834152,0.946678716674198
mmlu-pro,None,1.0,0.025,0.75,83,0.07080403715372086,0.9521012200632626
mmlu-pro,None,1.0,0.025,0.75,84,0.07047881186008453,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,85,0.07070836424827576,0.9511974694984184
mmlu-pro,None,1.0,0.025,0.75,86,0.07068255543708801,0.9498418436511523
mmlu-pro,None,1.0,0.025,0.75,87,0.07069522142410278,0.9444193402620877
mmlu-pro,None,1.0,0.025,0.75,88,0.07055598497390747,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.75,89,0.07049835473299026,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.75,90,0.0708303451538086,0.9435155896972436
mmlu-pro,None,1.0,0.025,0.75,91,0.07033441960811615,0.9421599638499775
mmlu-pro,None,1.0,0.025,0.75,92,0.07059404253959656,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,93,0.07097870111465454,0.9462268413917759
mmlu-pro,None,1.0,0.025,0.75,94,0.07079392671585083,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,95,0.07091739773750305,0.9502937189335744
mmlu-pro,None,1.0,0.025,0.75,96,0.07056805491447449,0.9430637144148215
mmlu-pro,None,1.0,0.025,0.75,97,0.07066451758146286,0.9453230908269318
mmlu-pro,None,1.0,0.025,0.75,98,0.07056108117103577,0.9367374604609128
mmlu-pro,None,1.0,0.025,0.75,99,0.0705811083316803,0.9511974694984184
mmlu-pro,None,1.0,0.05,0.05,66,0.04955962672829628,0.8960686850429281
mmlu-pro,None,1.0,0.05,0.05,67,0.04986773058772087,0.9145955716222323
mmlu-pro,None,1.0,0.05,0.05,68,0.050445541739463806,0.9127880704925441
mmlu-pro,None,1.0,0.05,0.05,69,0.049961790442466736,0.9087211929507456
mmlu-pro,None,1.0,0.05,0.05,70,0.05060384050011635,0.9064618165386353
mmlu-pro,None,1.0,0.05,0.05,71,0.05049089714884758,0.8978761861726164
mmlu-pro,None,1.0,0.05,0.05,72,0.04985537379980087,0.9019430637144149
mmlu-pro,None,1.0,0.05,0.05,73,0.050133395940065384,0.8942611839132399
mmlu-pro,None,1.0,0.05,0.05,74,0.050844695419073105,0.9087211929507456
mmlu-pro,None,1.0,0.05,0.05,75,0.050096265971660614,0.9132399457749661
mmlu-pro,None,1.0,0.05,0.05,76,0.04967142641544342,0.9046543154089471
mmlu-pro,None,1.0,0.05,0.05,77,0.049914248287677765,0.9055580659737913
mmlu-pro,None,1.0,0.05,0.05,78,0.04907725751399994,0.9100768187980118
mmlu-pro,None,1.0,0.05,0.05,79,0.05028274655342102,0.9154993221870764
mmlu-pro,None,1.0,0.05,0.05,80,0.05042574182152748,0.903298689561681
mmlu-pro,None,1.0,0.05,0.05,81,0.049411363899707794,0.9060099412562134
mmlu-pro,None,1.0,0.05,0.05,82,0.05016933009028435,0.8992318120198826
mmlu-pro,None,1.0,0.05,0.05,83,0.05042044073343277,0.9055580659737913
mmlu-pro,None,1.0,0.05,0.05,84,0.050297804176807404,0.9078174423859016
mmlu-pro,None,1.0,0.05,0.05,85,0.04914402216672897,0.9069136918210574
mmlu-pro,None,1.0,0.05,0.05,86,0.05039467662572861,0.8960686850429281
mmlu-pro,None,1.0,0.05,0.05,87,0.04966378211975098,0.9154993221870764
mmlu-pro,None,1.0,0.05,0.05,88,0.049893248826265335,0.903298689561681
mmlu-pro,None,1.0,0.05,0.05,89,0.04998012259602547,0.9046543154089471
mmlu-pro,None,1.0,0.05,0.05,90,0.049925293773412704,0.9141436963398103
mmlu-pro,None,1.0,0.05,0.05,91,0.049767471849918365,0.9091730682331677
mmlu-pro,None,1.0,0.05,0.05,92,0.04975683242082596,0.9037505648441031
mmlu-pro,None,1.0,0.05,0.05,93,0.050759632140398026,0.9105286940804338
mmlu-pro,None,1.0,0.05,0.05,94,0.04988256096839905,0.9019430637144149
mmlu-pro,None,1.0,0.05,0.05,95,0.0503305047750473,0.9168549480343425
mmlu-pro,None,1.0,0.05,0.05,96,0.050150539726018906,0.9078174423859016
mmlu-pro,None,1.0,0.05,0.05,97,0.05043681710958481,0.9069136918210574
mmlu-pro,None,1.0,0.05,0.05,98,0.04991491138935089,0.8983280614550384
mmlu-pro,None,1.0,0.05,0.05,99,0.04920409619808197,0.9010393131495708
mmlu-pro,None,1.0,0.05,0.25,66,0.04416492581367493,0.9317668323542703
mmlu-pro,None,1.0,0.05,0.25,67,0.04401552304625511,0.9480343425214641
mmlu-pro,None,1.0,0.05,0.25,68,0.044077590107917786,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.25,69,0.043924372643232346,0.9362855851784908
mmlu-pro,None,1.0,0.05,0.25,70,0.0440715029835701,0.9399005874378672
mmlu-pro,None,1.0,0.05,0.25,71,0.04392034932971001,0.9317668323542703
mmlu-pro,None,1.0,0.05,0.25,72,0.044373299926519394,0.9435155896972436
mmlu-pro,None,1.0,0.05,0.25,73,0.04428355023264885,0.9358337098960687
mmlu-pro,None,1.0,0.05,0.25,74,0.0441928431391716,0.9317668323542703
mmlu-pro,None,1.0,0.05,0.25,75,0.04410655051469803,0.9385449615906011
mmlu-pro,None,1.0,0.05,0.25,76,0.044211942702531815,0.9403524627202893
mmlu-pro,None,1.0,0.05,0.25,77,0.04397351294755936,0.947582467239042
mmlu-pro,None,1.0,0.05,0.25,78,0.043864864856004715,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.25,79,0.04389943554997444,0.9462268413917759
mmlu-pro,None,1.0,0.05,0.25,80,0.04415983706712723,0.9399005874378672
mmlu-pro,None,1.0,0.05,0.25,81,0.04401048272848129,0.9394487121554451
mmlu-pro,None,1.0,0.05,0.25,82,0.04412160813808441,0.9385449615906011
mmlu-pro,None,1.0,0.05,0.25,83,0.04416054114699364,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.25,84,0.04390871152281761,0.938093086308179
mmlu-pro,None,1.0,0.05,0.25,85,0.044013917446136475,0.9394487121554451
mmlu-pro,None,1.0,0.05,0.25,86,0.04445042833685875,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.25,87,0.044087860733270645,0.9371893357433349
mmlu-pro,None,1.0,0.05,0.25,88,0.04411185905337334,0.9362855851784908
mmlu-pro,None,1.0,0.05,0.25,89,0.04393843933939934,0.947582467239042
mmlu-pro,None,1.0,0.05,0.25,90,0.04393458738923073,0.9403524627202893
mmlu-pro,None,1.0,0.05,0.25,91,0.043937306851148605,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.25,92,0.04413330927491188,0.9385449615906011
mmlu-pro,None,1.0,0.05,0.25,93,0.04415927827358246,0.9385449615906011
mmlu-pro,None,1.0,0.05,0.25,94,0.04420561343431473,0.9394487121554451
mmlu-pro,None,1.0,0.05,0.25,95,0.04398304224014282,0.9385449615906011
mmlu-pro,None,1.0,0.05,0.25,96,0.04385784640908241,0.9304112065070042
mmlu-pro,None,1.0,0.05,0.25,97,0.044259898364543915,0.9286037053773158
mmlu-pro,None,1.0,0.05,0.25,98,0.04425539821386337,0.9448712155445097
mmlu-pro,None,1.0,0.05,0.25,99,0.04407660663127899,0.9376412110257569
mmlu-pro,None,1.0,0.05,0.5,66,0.04326719045639038,0.938996836873023
mmlu-pro,None,1.0,0.05,0.5,67,0.043083306401968,0.9480343425214641
mmlu-pro,None,1.0,0.05,0.5,68,0.043175674974918365,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.5,69,0.04286016896367073,0.9539087211929508
mmlu-pro,None,1.0,0.05,0.5,70,0.04308866709470749,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.5,71,0.043049219995737076,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.5,72,0.04317593574523926,0.9462268413917759
mmlu-pro,None,1.0,0.05,0.5,73,0.043261874467134476,0.9403524627202893
mmlu-pro,None,1.0,0.05,0.5,74,0.04318058118224144,0.947582467239042
mmlu-pro,None,1.0,0.05,0.5,75,0.04306967929005623,0.938996836873023
mmlu-pro,None,1.0,0.05,0.5,76,0.04332498461008072,0.9480343425214641
mmlu-pro,None,1.0,0.05,0.5,77,0.043028805404901505,0.9498418436511523
mmlu-pro,None,1.0,0.05,0.5,78,0.04307198151946068,0.9439674649796657
mmlu-pro,None,1.0,0.05,0.5,79,0.043096158653497696,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.5,80,0.04312891885638237,0.946678716674198
mmlu-pro,None,1.0,0.05,0.5,81,0.04297148063778877,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.5,82,0.043009016662836075,0.9421599638499775
mmlu-pro,None,1.0,0.05,0.5,83,0.04310793802142143,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.5,84,0.04303616285324097,0.9417080885675554
mmlu-pro,None,1.0,0.05,0.5,85,0.043173402547836304,0.9502937189335744
mmlu-pro,None,1.0,0.05,0.5,86,0.04323890432715416,0.9399005874378672
mmlu-pro,None,1.0,0.05,0.5,87,0.043130602687597275,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.5,88,0.04308662936091423,0.9511974694984184
mmlu-pro,None,1.0,0.05,0.5,89,0.04301069304347038,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.5,90,0.04304603859782219,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.5,91,0.042933713644742966,0.9430637144148215
mmlu-pro,None,1.0,0.05,0.5,92,0.043081000447273254,0.9448712155445097
mmlu-pro,None,1.0,0.05,0.5,93,0.04327886924147606,0.9534568459105287
mmlu-pro,None,1.0,0.05,0.5,94,0.04315049573779106,0.9408043380027112
mmlu-pro,None,1.0,0.05,0.5,95,0.04323473945260048,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.5,96,0.04304976388812065,0.9444193402620877
mmlu-pro,None,1.0,0.05,0.5,97,0.04317218065261841,0.9484862178038862
mmlu-pro,None,1.0,0.05,0.5,98,0.042966052889823914,0.938996836873023
mmlu-pro,None,1.0,0.05,0.5,99,0.04304376617074013,0.946678716674198
mmlu-pro,None,1.0,0.05,0.75,66,0.045085106045007706,0.9430637144148215
mmlu-pro,None,1.0,0.05,0.75,67,0.04500570520758629,0.9453230908269318
mmlu-pro,None,1.0,0.05,0.75,68,0.04509006440639496,0.9521012200632626
mmlu-pro,None,1.0,0.05,0.75,69,0.04490562900900841,0.9502937189335744
mmlu-pro,None,1.0,0.05,0.75,70,0.04500935226678848,0.9493899683687302
mmlu-pro,None,1.0,0.05,0.75,71,0.04502507299184799,0.9444193402620877
mmlu-pro,None,1.0,0.05,0.75,72,0.04503331333398819,0.9444193402620877
mmlu-pro,None,1.0,0.05,0.75,73,0.045158788561820984,0.94713059195662
mmlu-pro,None,1.0,0.05,0.75,74,0.04498791694641113,0.9493899683687302
mmlu-pro,None,1.0,0.05,0.75,75,0.04507595673203468,0.9457749661093539
mmlu-pro,None,1.0,0.05,0.75,76,0.045216355472803116,0.9412562132851333
mmlu-pro,None,1.0,0.05,0.75,77,0.044994138181209564,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.75,78,0.04502028599381447,0.9534568459105287
mmlu-pro,None,1.0,0.05,0.75,79,0.04498409107327461,0.9507455942159965
mmlu-pro,None,1.0,0.05,0.75,80,0.045001398772001266,0.9430637144148215
mmlu-pro,None,1.0,0.05,0.75,81,0.0449160598218441,0.9430637144148215
mmlu-pro,None,1.0,0.05,0.75,82,0.044960543513298035,0.9615906009941256
mmlu-pro,None,1.0,0.05,0.75,83,0.04508451372385025,0.9489380930863082
mmlu-pro,None,1.0,0.05,0.75,84,0.04493691027164459,0.9480343425214641
mmlu-pro,None,1.0,0.05,0.75,85,0.04507965222001076,0.955716222322639
mmlu-pro,None,1.0,0.05,0.75,86,0.04504597932100296,0.9489380930863082
mmlu-pro,None,1.0,0.05,0.75,87,0.0451040081679821,0.947582467239042
mmlu-pro,None,1.0,0.05,0.75,88,0.0449984036386013,0.9525530953456847
mmlu-pro,None,1.0,0.05,0.75,89,0.04499517381191254,0.9353818346136467
mmlu-pro,None,1.0,0.05,0.75,90,0.0450848788022995,0.9403524627202893
mmlu-pro,None,1.0,0.05,0.75,91,0.044879600405693054,0.9480343425214641
mmlu-pro,None,1.0,0.05,0.75,92,0.045040156692266464,0.9534568459105287
mmlu-pro,None,1.0,0.05,0.75,93,0.04518958926200867,0.9525530953456847
mmlu-pro,None,1.0,0.05,0.75,94,0.045114755630493164,0.94713059195662
mmlu-pro,None,1.0,0.05,0.75,95,0.045110493898391724,0.9507455942159965
mmlu-pro,None,1.0,0.05,0.75,96,0.04492734745144844,0.938996836873023
mmlu-pro,None,1.0,0.05,0.75,97,0.04499185085296631,0.9516493447808405
mmlu-pro,None,1.0,0.05,0.75,98,0.04501646012067795,0.9426118391323995
mmlu-pro,None,1.0,0.05,0.75,99,0.04502207413315773,0.9453230908269318
mmlu-pro,None,1.0,0.075,0.05,66,0.03740107640624046,0.9069136918210574
mmlu-pro,None,1.0,0.075,0.05,67,0.037446897476911545,0.9254405784003615
mmlu-pro,None,1.0,0.075,0.05,68,0.03805149719119072,0.9154993221870764
mmlu-pro,None,1.0,0.075,0.05,69,0.03766031190752983,0.9236330772706733
mmlu-pro,None,1.0,0.075,0.05,70,0.037909120321273804,0.9141436963398103
mmlu-pro,None,1.0,0.075,0.05,71,0.0378258042037487,0.9136918210573882
mmlu-pro,None,1.0,0.075,0.05,72,0.03739513084292412,0.9100768187980118
mmlu-pro,None,1.0,0.075,0.05,73,0.03772614523768425,0.9051061906913692
mmlu-pro,None,1.0,0.075,0.05,74,0.03824391961097717,0.9159511974694985
mmlu-pro,None,1.0,0.075,0.05,75,0.037558507174253464,0.9154993221870764
mmlu-pro,None,1.0,0.075,0.05,76,0.03737824782729149,0.9150474469046543
mmlu-pro,None,1.0,0.075,0.05,77,0.03751804679632187,0.9186624491640307
mmlu-pro,None,1.0,0.075,0.05,78,0.03714417666196823,0.9141436963398103
mmlu-pro,None,1.0,0.075,0.05,79,0.03772301599383354,0.9195661997288749
mmlu-pro,None,1.0,0.075,0.05,80,0.03800825774669647,0.9136918210573882
mmlu-pro,None,1.0,0.075,0.05,81,0.037236664444208145,0.9182105738816088
mmlu-pro,None,1.0,0.075,0.05,82,0.037744734436273575,0.9141436963398103
mmlu-pro,None,1.0,0.075,0.05,83,0.03791259974241257,0.9258924536827836
mmlu-pro,None,1.0,0.075,0.05,84,0.03786686062812805,0.9132399457749661
mmlu-pro,None,1.0,0.075,0.05,85,0.03718632087111473,0.9182105738816088
mmlu-pro,None,1.0,0.075,0.05,86,0.03790949657559395,0.9141436963398103
mmlu-pro,None,1.0,0.075,0.05,87,0.03745518997311592,0.9267962042476277
mmlu-pro,None,1.0,0.075,0.05,88,0.0376344732940197,0.9091730682331677
mmlu-pro,None,1.0,0.075,0.05,89,0.03780939429998398,0.9236330772706733
mmlu-pro,None,1.0,0.075,0.05,90,0.03755355626344681,0.9222774514234072
mmlu-pro,None,1.0,0.075,0.05,91,0.037389591336250305,0.9195661997288749
mmlu-pro,None,1.0,0.075,0.05,92,0.037551458925008774,0.9191143244464528
mmlu-pro,None,1.0,0.075,0.05,93,0.03804497420787811,0.9141436963398103
mmlu-pro,None,1.0,0.075,0.05,94,0.03745737299323082,0.920921825576141
mmlu-pro,None,1.0,0.075,0.05,95,0.03777520731091499,0.9254405784003615
mmlu-pro,None,1.0,0.075,0.05,96,0.037816762924194336,0.9141436963398103
mmlu-pro,None,1.0,0.075,0.05,97,0.03768092393875122,0.912336195210122
mmlu-pro,None,1.0,0.075,0.05,98,0.037613436579704285,0.9145955716222323
mmlu-pro,None,1.0,0.075,0.05,99,0.03700289875268936,0.9177586985991867
mmlu-pro,None,1.0,0.075,0.25,66,0.03334838151931763,0.938093086308179
mmlu-pro,None,1.0,0.075,0.25,67,0.03322871774435043,0.9534568459105287
mmlu-pro,None,1.0,0.075,0.25,68,0.03329596668481827,0.9457749661093539
mmlu-pro,None,1.0,0.075,0.25,69,0.03316626325249672,0.9525530953456847
mmlu-pro,None,1.0,0.075,0.25,70,0.03325396031141281,0.9362855851784908
mmlu-pro,None,1.0,0.075,0.25,71,0.033140990883111954,0.938996836873023
mmlu-pro,None,1.0,0.075,0.25,72,0.033403847366571426,0.9444193402620877
mmlu-pro,None,1.0,0.075,0.25,73,0.03338450938463211,0.9376412110257569
mmlu-pro,None,1.0,0.075,0.25,74,0.03333038464188576,0.9462268413917759
mmlu-pro,None,1.0,0.075,0.25,75,0.03324778378009796,0.938093086308179
mmlu-pro,None,1.0,0.075,0.25,76,0.03336193785071373,0.9417080885675554
mmlu-pro,None,1.0,0.075,0.25,77,0.03316303342580795,0.9435155896972436
mmlu-pro,None,1.0,0.075,0.25,78,0.03310661017894745,0.9457749661093539
mmlu-pro,None,1.0,0.075,0.25,79,0.03317170962691307,0.9408043380027112
mmlu-pro,None,1.0,0.075,0.25,80,0.033321987837553024,0.9421599638499775
mmlu-pro,None,1.0,0.075,0.25,81,0.033172063529491425,0.938093086308179
mmlu-pro,None,1.0,0.075,0.25,82,0.03322886303067207,0.9335743334839585
mmlu-pro,None,1.0,0.075,0.25,83,0.03332681208848953,0.9439674649796657
mmlu-pro,None,1.0,0.075,0.25,84,0.033195458352565765,0.9371893357433349
mmlu-pro,None,1.0,0.075,0.25,85,0.03322369232773781,0.9539087211929508
mmlu-pro,None,1.0,0.075,0.25,86,0.03344421461224556,0.9448712155445097
mmlu-pro,None,1.0,0.075,0.25,87,0.033247217535972595,0.9412562132851333
mmlu-pro,None,1.0,0.075,0.25,88,0.033286649733781815,0.938093086308179
mmlu-pro,None,1.0,0.075,0.25,89,0.03312253579497337,0.9453230908269318
mmlu-pro,None,1.0,0.075,0.25,90,0.03321043401956558,0.9435155896972436
mmlu-pro,None,1.0,0.075,0.25,91,0.03322232514619827,0.9444193402620877
